pos	3pG>A
1	0.347826086956522
2	0.27710843373494
3	0.354838709677419
4	0.290697674418605
5	0.15
6	0.321428571428571
7	0.323529411764706
8	0.210526315789474
9	0.210526315789474
10	0.236111111111111
11	0.303921568627451
12	0.2125
13	0.238095238095238
14	0.32
15	0.231707317073171
16	0.258823529411765
17	0.28
18	0.328767123287671
19	0.263157894736842
20	0.253521126760563
21	0.225352112676056
22	0.307692307692308
23	0.197674418604651
24	0.191780821917808
25	0.302631578947368
