Damage_Type,Aligner_Name,Sequence Length,Subsampling_Rate,TP,FP,TN,FN,TP_MQ30,FP_MQ30,TN_MQ30,FN_MQ30
single,bb,30,0.6,5080,513,62881,8,5073,115,62881,8
single,bowtie2,30,0.6,5075,97,63297,13,5075,51,63297,13
dhigh,giraffe,60,0.6,2194,60,63334,1124,1851,58,63334,1124
single,mem,30,0.6,5076,268,63127,12,5076,250,63127,12
single,shrimp,30,0.6,5078,803,62591,10,5078,803,62591,10
single,aln_anc,30,0.75,6354,204,79019,13,6350,151,79019,13
single,aln,30,0.75,6354,168,79055,13,6350,126,79055,13
single,bb,30,0.75,6359,664,78559,8,6351,156,78559,8
single,bowtie2,30,0.75,6354,132,79091,13,6354,82,79091,13
none,giraffe,40,0.6,989,96,63302,3110,846,94,63302,3110
none,giraffe,40,0.5,823,76,52846,2583,704,74,52846,2583
single,mem,30,0.75,6355,357,78867,12,6355,332,78867,12
single,shrimp,30,0.75,6357,1030,78193,10,6357,1030,78193,10
single,aln_anc,30,0.7,5903,184,73858,13,5899,136,73858,13
single,aln,30,0.7,5903,150,73892,13,5899,111,73892,13
single,bb,30,0.7,5908,609,73433,8,5900,140,73433,8
single,bowtie2,30,0.7,5903,120,73922,13,5903,64,73922,13
dhigh,giraffe,40,0.6,984,62,63332,3116,839,59,63332,3116
dhigh,giraffe,50,0.5,1828,52,52867,1179,1351,48,52867,1179
single,mem,30,0.7,5904,324,73719,12,5904,304,73719,12
dhigh,giraffe,35,0.5,510,53,52865,3232,384,49,52865,3232
dmid,giraffe,40,0.6,954,82,63308,3155,826,77,63308,3155
single,shrimp,30,0.7,5906,950,73092,10,5906,950,73092,10
single,aln_anc,30,0.85,7160,234,89344,14,7156,168,89344,14
single,aln,30,0.85,7160,189,89389,14,7156,142,89389,14
single,bb,30,0.85,7165,763,88815,9,7157,176,88815,9
single,bowtie2,30,0.85,7160,141,89437,14,7160,84,89437,14
dhigh,giraffe,35,0.6,602,64,63330,3911,460,60,63330,3911
dhigh,giraffe,50,0.6,2185,59,63336,1406,1612,54,63336,1406
single,mem,30,0.85,7160,407,89172,14,7160,378,89172,14
single,shrimp,30,0.85,7163,1175,88403,11,7163,1175,88403,11
single,aln_anc,30,0.8,6786,221,84141,14,6784,159,84141,14
single,aln,30,0.8,6786,180,84182,14,6784,133,84182,14
single,bb,30,0.8,6791,719,83643,9,6783,166,83643,9
single,bowtie2,30,0.8,6786,151,84211,14,6786,79,84211,14
single,mem,30,0.8,6787,386,83977,13,6787,358,83977,13
single,giraffe,40,0.6,991,72,63324,3118,842,67,63324,3118
single,shrimp,30,0.8,6789,1110,83252,11,6789,1110,83252,11
single,aln_anc,30,0.95,7954,260,99724,14,7952,188,99724,14
single,aln,30,0.95,7954,210,99774,14,7952,156,99774,14
single,bb,30,0.95,7959,848,99136,9,7950,195,99136,9
single,bowtie2,30,0.95,7954,168,99816,14,7954,98,99816,14
none,giraffe,35,0.6,603,97,63301,3897,455,91,63301,3897
single,mem,30,0.95,7954,441,99544,14,7954,412,99544,14
dmid,giraffe,35,0.6,597,83,63307,3904,448,77,63307,3904
single,shrimp,30,0.95,7957,1317,98667,11,7957,1317,98667,11
single,aln_anc,30,0.9,7544,255,94506,14,7540,184,94506,14
single,aln,30,0.9,7544,206,94555,14,7542,152,94555,14
single,bb,30,0.9,7549,811,93950,9,7541,191,93950,9
single,bowtie2,30,0.9,7541,170,94590,17,7541,97,94590,17
dhigh,giraffe,40,0.5,822,49,52869,2585,701,46,52869,2585
single,mem,30,0.9,7544,425,94337,14,7544,396,94337,14
single,giraffe,35,0.5,511,58,52861,3253,406,55,52861,3253
single,shrimp,30,0.9,7547,1252,93509,11,7547,1252,93509,11
single,aln_anc,35,0.15,1134,44,15691,1,1132,27,15691,1
single,aln,35,0.15,1134,33,15702,1,1132,24,15702,1
single,bb,35,0.15,1134,138,15597,1,1134,27,15597,1
single,bowtie2,35,0.15,1134,30,15705,1,1134,20,15705,1
none,giraffe,30,0.6,204,89,63311,4871,130,87,63311,4871
none,giraffe,35,0.5,495,78,52844,3235,361,72,52844,3235
single,mem,35,0.15,1134,70,15665,1,1134,62,15665,1
single,shrimp,35,0.15,1134,226,15509,1,1134,226,15509,1
single,aln_anc,35,0.1,747,31,10511,0,747,19,10511,0
single,aln,35,0.1,747,22,10520,0,747,16,10520,0
single,bb,35,0.1,747,97,10445,0,747,19,10445,0
single,bowtie2,35,0.1,746,21,10520,1,746,13,10520,1
single,giraffe,40,0.5,811,63,52856,2600,692,58,52856,2600
dhigh,giraffe,30,0.6,213,60,63334,4869,132,55,63334,4869
single,mem,35,0.1,747,46,10496,0,747,41,10496,0
dmid,giraffe,30,0.5,180,61,52854,4007,115,56,52854,4007
single,shrimp,35,0.1,747,157,10385,0,747,157,10385,0
single,aln_anc,35,0.25,1901,69,26214,2,1897,46,26214,2
single,aln,35,0.25,1901,53,26230,2,1897,39,26230,2
single,bb,35,0.25,1901,243,26040,2,1901,45,26040,2
single,bowtie2,35,0.25,1901,50,26233,2,1901,28,26233,2
dmid,giraffe,30,0.6,213,79,63313,4839,141,74,63313,4839
single,mem,35,0.25,1901,115,26168,2,1901,103,26168,2
none,giraffe,30,0.5,162,76,52846,4050,101,74,52846,4050
single,shrimp,35,0.25,1901,380,25903,2,1901,380,25903,2
single,aln_anc,35,0.2,1499,59,20890,1,1497,38,20890,1
single,aln,35,0.2,1499,44,20905,1,1497,32,20905,1
single,bb,35,0.2,1499,189,20760,1,1499,37,20760,1
single,bowtie2,35,0.2,1498,36,20912,2,1498,25,20912,2
single,giraffe,30,0.6,214,66,63328,4874,135,62,63328,4874
single,mem,35,0.2,1499,93,20856,1,1499,83,20856,1
single,giraffe,35,0.6,601,68,63328,3943,482,64,63328,3943
single,shrimp,35,0.2,1499,303,20646,1,1499,303,20646,1
single,aln_anc,35,0.35,2591,90,36697,4,2587,62,36697,4
single,aln,35,0.35,2591,69,36718,4,2587,52,36718,4
single,bb,35,0.35,2592,319,36468,3,2591,61,36468,3
single,bowtie2,35,0.35,2591,56,36731,4,2591,36,36731,4
single,giraffe,30,0.5,178,57,52860,4044,111,53,52860,4044
single,mem,35,0.35,2592,159,36628,3,2592,146,36628,3
single,shrimp,35,0.35,2592,511,36276,3,2592,511,36276,3
single,aln_anc,35,0.3,2269,76,31340,2,2267,50,31340,2
single,aln,35,0.3,2269,56,31360,2,2267,42,31360,2
single,bb,35,0.3,2269,279,31137,2,2269,49,31137,2
single,bowtie2,35,0.3,2267,51,31364,4,2267,35,31364,4
single,mem,35,0.3,2269,135,31281,2,2269,122,31281,2
single,shrimp,35,0.3,2269,436,30980,2,2269,436,30980,2
single,aln_anc,35,0.45,3367,123,47416,5,3365,86,47416,5
single,aln,35,0.45,3367,96,47443,5,3365,71,47443,5
single,bb,35,0.45,3369,425,47114,3,3367,84,47114,3
single,bowtie2,35,0.45,3365,76,47462,7,3365,46,47462,7
single,mem,35,0.45,3368,212,47327,4,3368,198,47327,4
single,shrimp,35,0.45,3369,664,46875,3,3369,664,46875,3
single,aln_anc,35,0.4,2972,109,41963,4,2970,75,41963,4
single,aln,35,0.4,2972,85,41987,4,2970,63,41987,4
single,bb,35,0.4,2973,376,41696,3,2972,75,41696,3
single,bowtie2,35,0.4,2972,63,42009,4,2972,43,42009,4
single,mem,35,0.4,2972,188,41884,4,2972,175,41884,4
single,shrimp,35,0.4,2973,589,41483,3,2973,589,41483,3
single,aln_anc,35,0.55,4155,145,57990,7,4155,102,57990,7
single,aln,35,0.55,4155,112,58023,7,4155,84,58023,7
single,bb,35,0.55,4158,501,57634,4,4155,100,57634,4
single,bowtie2,35,0.55,4153,97,58037,9,4153,58,58037,9
single,mem,35,0.55,4156,259,57876,6,4156,241,57876,6
dhigh,giraffe,30,0.5,175,46,52872,4043,110,41,52872,4043
single,shrimp,35,0.55,4157,786,57349,5,4157,786,57349,5
single,aln_anc,35,0.5,3758,130,52789,6,3756,90,52789,6
single,aln,35,0.5,3758,99,52820,6,3756,73,52820,6
single,bb,35,0.5,3761,464,52455,3,3758,88,52455,3
single,bowtie2,35,0.5,3756,84,52834,8,3756,50,52834,8
single,mem,35,0.5,3759,237,52682,5,3759,220,52682,5
single,shrimp,35,0.5,3760,724,52195,4,3760,724,52195,4
single,aln_anc,35,0.65,4904,172,68582,10,4904,125,68582,10
single,aln,35,0.65,4904,138,68616,10,4904,104,68616,10
single,bb,35,0.65,4908,585,68169,6,4904,124,68169,6
single,bowtie2,35,0.65,4904,109,68645,10,4904,69,68645,10
single,mem,35,0.65,4905,307,68448,9,4905,287,68448,9
single,shrimp,35,0.65,4907,920,67834,7,4907,920,67834,7
single,aln_anc,35,0.6,4537,159,63237,7,4535,114,63237,7
single,aln,35,0.6,4537,125,63271,7,4535,95,63271,7
single,bb,35,0.6,4540,540,62856,4,4537,112,62856,4
single,bowtie2,35,0.6,4537,94,63302,7,4537,63,63302,7
single,mem,35,0.6,4538,280,63117,6,4538,262,63117,6
single,shrimp,35,0.6,4539,852,62544,5,4539,852,62544,5
single,aln_anc,35,0.75,5690,208,79016,12,5690,150,79016,12
single,aln,35,0.75,5690,165,79059,12,5690,124,79059,12
single,bb,35,0.75,5694,679,78545,8,5690,152,78545,8
single,bowtie2,35,0.75,5690,133,79091,12,5690,81,79091,12
single,mem,35,0.75,5691,354,78871,11,5691,333,78871,11
single,shrimp,35,0.75,5693,1052,78172,9,5693,1052,78172,9
single,aln_anc,35,0.7,5285,190,73854,12,5285,137,73854,12
single,aln,35,0.7,5285,151,73893,12,5285,113,73893,12
single,bb,35,0.7,5289,639,73405,8,5285,137,73405,8
single,bowtie2,35,0.7,5283,111,73932,14,5282,70,73932,14
single,giraffe,60,0.4,1487,47,42023,711,1244,43,42023,711
single,mem,35,0.7,5286,327,73718,11,5286,307,73718,11
single,giraffe,65,0.4,1473,47,42023,678,1316,43,42023,678
single,shrimp,35,0.7,5288,991,73053,9,5288,991,73053,9
single,aln_anc,35,0.85,6436,230,89349,13,6432,166,89349,13
single,aln,35,0.85,6436,184,89395,13,6432,137,89395,13
single,bb,35,0.85,6441,756,88823,8,6436,170,88823,8
single,bowtie2,35,0.85,6436,139,89440,13,6435,83,89440,13
dhigh,giraffe,65,0.4,1456,36,42035,712,1291,35,42035,712
single,mem,35,0.85,6438,390,89190,11,6438,366,89190,11
single,giraffe,55,0.4,1525,49,42023,767,1220,45,42023,767
single,shrimp,35,0.85,6439,1176,88403,10,6439,1176,88403,10
single,aln_anc,35,0.8,6097,222,84141,12,6097,160,84141,12
single,aln,35,0.8,6097,177,84186,12,6097,132,84186,12
single,bb,35,0.8,6101,719,83644,8,6097,163,83644,8
single,bowtie2,35,0.8,6097,147,84216,12,6096,81,84216,12
none,giraffe,65,0.4,1478,56,42018,679,1313,54,42018,679
single,mem,35,0.8,6098,375,83989,11,6098,353,83989,11
none,giraffe,60,0.4,1447,56,42018,751,1222,51,42018,751
single,shrimp,35,0.8,6100,1116,83247,9,6100,1116,83247,9
single,aln_anc,35,0.95,7141,259,99726,14,7139,190,99726,14
single,aln,35,0.95,7141,210,99775,14,7139,157,99775,14
single,bb,35,0.95,7147,840,99145,8,7141,193,99145,8
single,bowtie2,35,0.95,7141,168,99817,14,7138,94,99817,14
dhigh,giraffe,60,0.4,1454,36,42035,742,1234,35,42035,742
single,mem,35,0.95,7144,439,99547,11,7144,413,99547,11
single,shrimp,35,0.95,7144,1305,98680,11,7144,1305,98680,11
single,aln_anc,35,0.9,6768,241,94521,13,6768,175,94521,13
single,aln,35,0.9,6768,193,94569,13,6768,145,94569,13
single,bb,35,0.9,6773,791,93971,8,6768,178,93971,8
single,bowtie2,35,0.9,6765,166,94595,16,6764,91,94595,16
dmid,giraffe,40,0.4,632,54,42012,2085,550,51,42012,2085
dmid,giraffe,50,0.4,1448,55,42013,963,1072,49,42013,963
single,mem,35,0.9,6770,407,94356,11,6770,383,94356,11
single,giraffe,30,0.4,135,44,42026,3218,87,42,42026,3218
dhigh,giraffe,55,0.4,1479,37,42034,814,1169,34,42034,814
single,shrimp,35,0.9,6771,1233,93529,10,6771,1233,93529,10
single,aln_anc,40,0.15,1020,36,15699,4,1020,27,15699,4
single,aln,40,0.15,1020,31,15704,4,1020,21,15704,4
single,bb,40,0.15,1021,140,15595,3,1021,27,15595,3
single,bowtie2,40,0.15,1020,24,15710,4,1018,11,15710,4
dmid,giraffe,35,0.4,392,55,42011,2557,293,49,42011,2557
dhigh,giraffe,50,0.4,1468,46,42026,942,1080,42,42026,942
single,mem,40,0.15,1021,79,15656,3,1021,70,15656,3
single,giraffe,35,0.4,405,47,42025,2571,323,45,42025,2571
none,giraffe,50,0.4,1470,73,42002,941,1062,65,42002,941
single,shrimp,40,0.15,1021,208,15527,3,1021,208,15527,3
single,aln_anc,40,0.1,673,24,10518,4,673,18,10518,4
single,aln,40,0.1,673,20,10522,4,673,14,10522,4
single,bb,40,0.1,674,92,10450,3,674,19,10450,3
single,bowtie2,40,0.1,673,18,10523,4,671,11,10523,4
none,giraffe,40,0.4,662,64,42011,2054,571,62,42011,2054
none,giraffe,55,0.4,1482,59,42016,802,1184,53,42016,802
single,mem,40,0.1,674,56,10486,3,674,50,10486,3
none,giraffe,35,0.4,386,68,42007,2561,283,62,42007,2561
dmid,giraffe,65,0.4,1455,54,42014,711,1274,52,42014,711
single,shrimp,40,0.1,674,143,10399,3,674,143,10399,3
single,aln_anc,40,0.25,1728,57,26226,4,1728,44,26226,4
single,aln,40,0.25,1728,48,26235,4,1728,36,26235,4
single,bb,40,0.25,1729,222,26061,3,1729,46,26061,3
single,bowtie2,40,0.25,1727,43,26239,5,1725,20,26239,5
single,giraffe,40,0.4,645,51,42021,2069,544,48,42021,2069
dmid,giraffe,60,0.4,1453,51,42016,742,1208,47,42016,742
single,mem,40,0.25,1729,121,26163,3,1729,112,26163,3
dmid,giraffe,55,0.4,1438,54,42014,850,1152,52,42014,850
single,giraffe,50,0.4,1478,46,42024,932,1090,44,42024,932
single,shrimp,40,0.25,1729,347,25936,3,1729,347,25936,3
single,aln_anc,40,0.2,1354,42,20907,4,1354,30,20907,4
single,aln,40,0.2,1354,34,20915,4,1354,23,20915,4
single,bb,40,0.2,1355,176,20773,3,1355,31,20773,3
single,bowtie2,40,0.2,1354,30,20918,4,1352,13,20918,4
single,mem,40,0.2,1355,94,20855,3,1355,85,20855,3
single,shrimp,40,0.2,1355,271,20678,3,1355,271,20678,3
single,aln_anc,40,0.35,2357,76,36711,5,2357,55,36711,5
single,aln,40,0.35,2357,62,36725,5,2357,45,36725,5
single,bb,40,0.35,2358,299,36488,4,2358,57,36488,4
single,bowtie2,40,0.35,2356,52,36734,6,2354,25,36734,6
single,mem,40,0.35,2358,165,36623,4,2358,152,36623,4
none,giraffe,30,0.4,133,61,42014,3211,83,59,42014,3211
single,shrimp,40,0.35,2358,475,36312,4,2358,475,36312,4
single,aln_anc,40,0.3,2068,67,31349,5,2068,48,31349,5
single,aln,40,0.3,2068,55,31361,5,2068,40,31361,5
single,bb,40,0.3,2069,262,31154,4,2069,51,31154,4
single,bowtie2,40,0.3,2067,42,31373,6,2065,22,31373,6
dhigh,giraffe,35,0.4,405,46,42025,2552,313,43,42025,2552
single,mem,40,0.3,2069,143,31274,4,2069,132,31274,4
dhigh,giraffe,30,0.4,144,38,42033,3204,89,33,42033,3204
single,shrimp,40,0.3,2069,415,31001,4,2069,415,31001,4
single,aln_anc,40,0.45,3067,110,47429,5,3067,82,47429,5
single,aln,40,0.45,3067,92,47447,5,3067,68,47447,5
single,bb,40,0.45,3068,395,47144,4,3068,88,47144,4
single,bowtie2,40,0.45,3065,73,47465,7,3063,38,47465,7
dmid,giraffe,30,0.4,150,51,42017,3172,101,46,42017,3172
single,mem,40,0.45,3068,211,47329,4,3068,195,47329,4
dhigh,giraffe,40,0.4,651,43,42028,2066,558,40,42028,2066
single,shrimp,40,0.45,3068,615,46924,4,3068,615,46924,4
single,aln_anc,40,0.4,2709,89,41983,5,2709,65,41983,5
single,aln,40,0.4,2709,74,41998,5,2709,54,41998,5
single,bb,40,0.4,2710,349,41723,4,2710,68,41723,4
single,bowtie2,40,0.4,2710,58,42014,4,2709,26,42014,4
single,mem,40,0.4,2710,182,41891,4,2710,168,41891,4
single,shrimp,40,0.4,2710,547,41525,4,2710,547,41525,4
single,aln_anc,40,0.55,3747,143,57992,6,3745,103,57992,6
single,aln,40,0.55,3747,116,58019,6,3745,87,58019,6
single,bb,40,0.55,3748,484,57651,5,3747,109,57651,5
single,bowtie2,40,0.55,3747,87,58048,6,3745,53,58048,6
single,mem,40,0.55,3748,254,57882,5,3748,238,57882,5
single,shrimp,40,0.55,3748,748,57387,5,3748,748,57387,5
single,aln_anc,40,0.5,3406,133,52786,5,3406,98,52786,5
single,aln,40,0.5,3406,109,52810,5,3406,82,52810,5
single,bb,40,0.5,3407,444,52475,4,3407,104,52475,4
single,bowtie2,40,0.5,3407,87,52832,4,3406,45,52832,4
single,mem,40,0.5,3407,238,52682,4,3407,222,52682,4
single,shrimp,40,0.5,3407,692,52227,4,3407,692,52227,4
single,aln_anc,40,0.65,4431,165,68589,8,4429,121,68589,8
single,aln,40,0.65,4431,134,68620,8,4429,100,68620,8
single,bb,40,0.65,4434,564,68190,5,4431,126,68190,5
single,bowtie2,40,0.65,4428,105,68648,11,4423,58,68648,11
single,mem,40,0.65,4433,302,68453,6,4433,283,68453,6
single,shrimp,40,0.65,4432,865,67889,7,4432,865,67889,7
single,aln_anc,40,0.6,4102,156,63240,7,4100,113,63240,7
single,aln,40,0.6,4102,126,63270,7,4100,94,63270,7
single,bb,40,0.6,4104,522,62874,5,4103,117,62874,5
single,bowtie2,40,0.6,4100,99,63296,9,4095,55,63296,9
none,giraffe,35,0.1,101,20,10521,639,70,18,10521,639
none,giraffe,55,0.1,384,12,10529,192,317,9,10529,192
single,mem,40,0.6,4104,277,63120,5,4104,260,63120,5
dhigh,giraffe,60,0.1,357,7,10535,189,309,7,10535,189
dmid,giraffe,35,0.1,95,16,10522,646,75,12,10522,646
single,shrimp,40,0.6,4104,806,62590,5,4104,806,62590,5
single,aln_anc,40,0.75,5149,200,79024,9,5145,148,79024,9
single,aln,40,0.75,5149,163,79061,9,5145,124,79061,9
single,bb,40,0.75,5153,666,78558,5,5149,152,78558,5
single,bowtie2,40,0.75,5149,131,79093,9,5145,73,79093,9
dhigh,giraffe,65,0.1,356,3,10539,190,327,3,10539,190
none,giraffe,60,0.1,365,9,10533,188,309,9,10533,188
single,mem,40,0.75,5152,358,78867,6,5152,335,78867,6
dmid,giraffe,40,0.1,161,18,10520,518,144,16,10520,518
dmid,giraffe,60,0.1,355,15,10523,194,295,13,10523,194
single,shrimp,40,0.75,5151,1024,78200,7,5151,1024,78200,7
single,aln_anc,40,0.7,4781,183,73861,9,4775,136,73861,9
single,aln,40,0.7,4781,149,73895,9,4775,112,73895,9
single,bb,40,0.7,4785,613,73431,5,4782,140,73431,5
single,bowtie2,40,0.7,4782,122,73922,8,4780,65,73922,8
none,giraffe,40,0.1,171,19,10522,507,155,19,10522,507
none,giraffe,50,0.1,361,13,10528,244,268,12,10528,244
single,mem,40,0.7,4784,328,73717,6,4784,309,73717,6
dmid,giraffe,50,0.1,377,15,10523,228,293,13,10523,228
none,giraffe,65,0.1,379,9,10533,160,338,9,10533,160
single,shrimp,40,0.7,4783,946,73098,7,4783,946,73098,7
single,aln_anc,40,0.85,5831,230,89349,10,5829,165,89349,10
single,aln,40,0.85,5831,185,89394,10,5829,141,89394,10
single,bb,40,0.85,5835,768,88811,6,5831,173,88811,6
single,bowtie2,40,0.85,5831,153,89426,10,5829,89,89426,10
dmid,giraffe,55,0.1,354,19,10519,220,291,18,10519,220
dmid,giraffe,65,0.1,349,18,10520,195,311,17,10520,195
single,mem,40,0.85,5834,409,89171,7,5834,382,89171,7
dmid,giraffe,30,0.1,40,14,10524,804,26,11,10524,804
single,shrimp,40,0.85,5833,1171,88408,8,5833,1171,88408,8
single,aln_anc,40,0.8,5509,217,84146,10,5505,156,84146,10
single,aln,40,0.8,5509,175,84188,10,5505,132,84188,10
single,bb,40,0.8,5513,720,83643,6,5509,163,83643,6
single,bowtie2,40,0.8,5509,133,84230,10,5505,81,84230,10
dmid,giraffe,65,0.15,539,23,15707,285,478,22,15707,285
dhigh,giraffe,40,0.1,176,4,10538,503,156,3,10538,503
single,mem,40,0.8,5512,387,83977,7,5512,362,83977,7
dmid,giraffe,60,0.15,551,22,15708,291,461,19,15708,291
single,giraffe,35,0.1,94,11,10531,653,75,10,10531,653
single,shrimp,40,0.8,5511,1103,83260,8,5511,1103,83260,8
single,aln_anc,40,0.95,6468,256,99729,12,6466,186,99729,12
single,aln,40,0.95,6468,207,99778,12,6466,156,99778,12
single,bb,40,0.95,6473,851,99134,7,6468,192,99134,7
single,bowtie2,40,0.95,6463,177,99807,17,6456,98,99807,17
single,giraffe,30,0.1,37,11,10531,816,24,11,10531,816
single,giraffe,55,0.1,382,10,10532,194,307,10,10532,194
single,mem,40,0.95,6471,446,99540,9,6471,419,99540,9
none,giraffe,65,0.15,571,17,15715,248,507,17,15715,248
single,giraffe,65,0.1,380,11,10531,161,347,10,10531,161
single,shrimp,40,0.95,6470,1313,98672,10,6470,1313,98672,10
single,aln_anc,40,0.9,6135,249,94513,12,6133,180,94513,12
single,aln,40,0.9,6135,201,94561,12,6133,150,94561,12
single,bb,40,0.9,6140,811,93951,7,6135,186,93951,7
single,bowtie2,40,0.9,6131,152,94609,16,6126,91,94609,16
dhigh,giraffe,30,0.1,29,5,10537,821,17,3,10537,821
dhigh,giraffe,55,0.1,364,4,10538,212,291,4,10538,212
single,mem,40,0.9,6138,426,94337,9,6138,399,94337,9
single,giraffe,40,0.1,165,11,10531,512,142,10,10531,512
dhigh,giraffe,50,0.1,357,11,10531,248,264,11,10531,248
single,shrimp,40,0.9,6137,1239,93523,10,6137,1239,93523,10
single,aln_anc,50,0.15,897,38,15697,1,897,30,15697,1
single,aln,50,0.15,897,31,15704,1,897,23,15704,1
single,bb,50,0.15,898,136,15599,0,897,31,15599,0
single,bowtie2,50,0.15,897,23,15711,1,897,13,15711,1
dhigh,giraffe,35,0.1,90,9,10533,654,67,9,10533,654
none,giraffe,30,0.1,22,16,10525,829,18,16,10525,829
single,mem,50,0.15,897,71,15664,1,897,65,15664,1
single,giraffe,50,0.1,345,11,10531,258,260,11,10531,258
single,giraffe,60,0.1,363,11,10531,190,300,10,10531,190
single,shrimp,50,0.15,897,205,15530,1,897,205,15530,1
single,aln_anc,50,0.1,602,23,10519,1,602,17,10519,1
single,aln,50,0.1,602,17,10525,1,602,12,10525,1
single,bb,50,0.1,603,90,10452,0,602,19,10452,0
single,bowtie2,50,0.1,602,17,10524,1,602,8,10524,1
dmid,giraffe,55,0.15,549,24,15706,328,450,23,15706,328
single,mem,50,0.1,602,48,10494,1,602,44,10494,1
none,giraffe,40,0.15,248,24,15707,778,222,24,15707,778
single,shrimp,50,0.1,602,142,10400,1,602,142,10400,1
single,aln_anc,50,0.25,1531,62,26221,4,1531,49,26221,4
single,aln,50,0.25,1531,49,26234,4,1531,40,26234,4
single,bb,50,0.25,1533,221,26062,2,1531,52,26062,2
single,bowtie2,50,0.25,1531,47,26236,4,1531,27,26236,4
dmid,giraffe,50,0.15,550,23,15707,348,420,20,15707,348
single,mem,50,0.25,1532,115,26169,3,1532,108,26169,3
none,giraffe,35,0.15,153,25,15706,970,108,23,15706,970
none,giraffe,60,0.15,566,17,15715,277,482,14,15715,277
single,shrimp,50,0.25,1532,333,25950,3,1532,333,25950,3
single,aln_anc,50,0.2,1209,48,20901,1,1209,36,20901,1
single,aln,50,0.2,1209,37,20912,1,1209,28,20912,1
single,bb,50,0.2,1210,179,20770,0,1209,38,20770,0
single,bowtie2,50,0.2,1209,24,20924,1,1209,15,20924,1
dmid,giraffe,40,0.15,243,27,15703,784,214,24,15703,784
single,mem,50,0.2,1209,88,20861,1,1209,82,20861,1
none,giraffe,55,0.15,574,18,15713,303,468,15,15713,303
dhigh,giraffe,65,0.15,555,9,15727,273,497,9,15727,273
single,shrimp,50,0.2,1209,270,20679,1,1209,270,20679,1
single,aln_anc,50,0.35,2105,84,36701,6,2105,62,36701,6
single,aln,50,0.35,2105,65,36720,6,2105,52,36720,6
single,bb,50,0.35,2108,293,36492,3,2105,66,36492,3
single,bowtie2,50,0.35,2105,56,36729,6,2105,33,36729,6
single,mem,50,0.35,2107,154,36632,4,2107,143,36632,4
none,giraffe,50,0.15,550,24,15707,348,401,22,15707,348
single,shrimp,50,0.35,2106,453,36332,5,2106,453,36332,5
single,aln_anc,50,0.3,1834,75,31339,6,1834,56,31339,6
single,aln,50,0.3,1834,59,31355,6,1834,46,31355,6
single,bb,50,0.3,1837,261,31153,3,1834,59,31153,3
single,bowtie2,50,0.3,1834,46,31368,6,1834,31,31368,6
none,giraffe,30,0.15,44,25,15706,1228,31,24,15706,1228
single,mem,50,0.3,1836,137,31278,4,1836,128,31278,4
dhigh,giraffe,40,0.15,256,10,15725,771,223,9,15725,771
single,shrimp,50,0.3,1835,396,31018,5,1835,396,31018,5
single,aln_anc,50,0.45,2710,109,47428,6,2710,83,47428,6
single,aln,50,0.45,2710,88,47449,6,2710,71,47449,6
single,bb,50,0.45,2713,382,47155,3,2710,89,47155,3
single,bowtie2,50,0.45,2710,67,47469,6,2710,41,47469,6
dhigh,giraffe,35,0.15,146,12,15723,980,107,12,15723,980
dhigh,giraffe,50,0.15,533,14,15721,367,389,14,15721,367
single,mem,50,0.45,2712,199,47339,4,2712,184,47339,4
dhigh,giraffe,55,0.15,550,10,15726,329,433,10,15726,329
single,shrimp,50,0.45,2711,593,46944,5,2711,593,46944,5
single,aln_anc,50,0.4,2404,93,41977,6,2404,69,41977,6
single,aln,50,0.4,2404,73,41997,6,2404,59,41997,6
single,bb,50,0.4,2407,335,41735,3,2404,73,41735,3
single,bowtie2,50,0.4,2404,64,42006,6,2404,35,42006,6
single,mem,50,0.4,2406,174,41897,4,2406,160,41897,4
dmid,giraffe,30,0.15,55,21,15709,1209,35,18,15709,1209
dhigh,giraffe,60,0.15,550,11,15725,291,461,11,15725,291
single,shrimp,50,0.4,2405,521,41549,5,2405,521,41549,5
single,aln_anc,50,0.55,3298,138,57995,8,3298,102,57995,8
single,aln,50,0.55,3298,112,58021,8,3298,88,58021,8
single,bb,50,0.55,3303,472,57661,3,3299,106,57661,3
single,bowtie2,50,0.55,3299,89,58043,7,3297,53,58043,7
single,mem,50,0.55,3302,243,57891,4,3302,227,57891,4
dmid,giraffe,35,0.15,150,25,15705,974,113,20,15705,974
single,shrimp,50,0.55,3301,732,57401,5,3301,732,57401,5
single,aln_anc,50,0.5,3005,126,52791,6,3005,96,52791,6
single,aln,50,0.5,3005,103,52814,6,3005,83,52814,6
single,bb,50,0.5,3008,430,52487,3,3005,100,52487,3
single,bowtie2,50,0.5,3005,81,52836,6,3005,47,52836,6
dhigh,giraffe,65,0.2,752,14,20936,355,674,14,20936,355
single,mem,50,0.5,3007,223,52695,4,3007,208,52695,4
single,giraffe,40,0.15,243,18,15717,781,210,17,15717,781
single,shrimp,50,0.5,3006,666,52251,5,3006,666,52251,5
single,aln_anc,50,0.65,3874,160,68592,8,3874,121,68592,8
single,aln,50,0.65,3874,131,68621,8,3874,105,68621,8
single,bb,50,0.65,3879,555,68197,3,3875,125,68197,3
single,bowtie2,50,0.65,3875,107,68645,7,3871,67,68645,7
none,giraffe,65,0.2,763,24,20925,330,677,23,20925,330
dhigh,giraffe,30,0.15,44,11,15725,1227,25,9,15725,1227
single,mem,50,0.65,3878,293,68460,4,3878,275,68460,4
single,giraffe,30,0.15,52,18,15717,1222,34,18,15717,1222
