Damage_Type,Aligner_Name,Sequence Length,Subsampling_Rate,TP,FP,TN,FN,TP_MQ30,FP_MQ30,TN_MQ30,FN_MQ30
dhigh,aln_anc,30,0.15,1269,28,15708,2,1269,23,15708,2
dhigh,aln,30,0.15,1269,22,15714,2,1269,20,15714,2
dhigh,bb,30,0.15,1269,141,15595,2,1267,23,15595,2
dhigh,bowtie2,30,0.15,1267,24,15711,4,1267,11,15711,4
dhigh,mem,30,0.15,1269,67,15669,2,1269,64,15669,2
dhigh,shrimp,30,0.15,1269,216,15520,2,1269,216,15520,2
dhigh,aln_anc,30,0.1,848,15,10527,2,848,11,10527,2
dhigh,aln,30,0.1,848,10,10532,2,848,8,10532,2
dhigh,bb,30,0.1,848,96,10446,2,846,11,10446,2
dhigh,bowtie2,30,0.1,848,11,10531,2,848,4,10531,2
dhigh,mem,30,0.1,848,41,10501,2,848,39,10501,2
dhigh,shrimp,30,0.1,848,146,10396,2,848,146,10396,2
dhigh,aln_anc,30,0.25,2137,66,26218,3,2137,47,26218,3
dhigh,aln,30,0.25,2137,49,26235,3,2137,39,26235,3
dhigh,bb,30,0.25,2137,240,26044,3,2135,47,26044,3
dhigh,bowtie2,30,0.25,2137,45,26239,3,2137,24,26239,3
dhigh,mem,30,0.25,2137,122,26162,3,2137,118,26162,3
dhigh,shrimp,30,0.25,2137,364,25920,3,2137,364,25920,3
dhigh,aln_anc,30,0.2,1686,49,20901,3,1686,39,20901,3
dhigh,aln,30,0.2,1686,39,20911,3,1686,33,20911,3
dhigh,bb,30,0.2,1686,192,20758,3,1684,38,20758,3
dhigh,bowtie2,30,0.2,1684,33,20916,5,1684,21,20916,5
dhigh,mem,30,0.2,1686,98,20852,3,1686,94,20852,3
dhigh,shrimp,30,0.2,1686,297,20653,3,1686,297,20653,3
dhigh,aln_anc,30,0.35,2899,90,36696,3,2899,64,36696,3
dhigh,aln,30,0.35,2899,69,36717,3,2899,51,36717,3
dhigh,bb,30,0.35,2899,333,36453,3,2897,65,36453,3
dhigh,bowtie2,30,0.35,2899,58,36728,3,2899,34,36728,3
dhigh,mem,30,0.35,2899,168,36618,3,2899,162,36618,3
dhigh,shrimp,30,0.35,2899,509,36277,3,2899,509,36277,3
dhigh,aln_anc,30,0.3,2533,78,31337,3,2531,54,31337,3
dhigh,aln,30,0.3,2533,59,31356,3,2531,45,31356,3
dhigh,bb,30,0.3,2533,282,31133,3,2531,55,31133,3
dhigh,bowtie2,30,0.3,2531,51,31363,5,2531,29,31363,5
dhigh,mem,30,0.3,2533,144,31271,3,2533,139,31271,3
dhigh,shrimp,30,0.3,2533,430,30985,3,2533,430,30985,3
dhigh,aln_anc,30,0.45,3791,118,47420,6,3791,85,47420,6
dhigh,aln,30,0.45,3791,92,47446,6,3791,72,47446,6
dhigh,bb,30,0.45,3791,414,47124,6,3788,93,47124,6
dhigh,bowtie2,30,0.45,3788,78,47459,9,3788,46,47459,9
dhigh,mem,30,0.45,3791,213,47325,6,3791,204,47325,6
dhigh,shrimp,30,0.45,3791,645,46893,6,3791,645,46893,6
dhigh,aln_anc,30,0.4,3343,104,41967,5,3343,74,41967,5
dhigh,aln,30,0.4,3343,81,41990,5,3343,61,41990,5
dhigh,bb,30,0.4,3343,369,41702,5,3340,78,41702,5
dhigh,bowtie2,30,0.4,3340,70,42000,8,3340,41,42000,8
dhigh,mem,30,0.4,3343,192,41879,5,3343,185,41879,5
dhigh,shrimp,30,0.4,3343,576,41495,5,3343,576,41495,5
dhigh,aln_anc,30,0.55,4642,143,57990,10,4640,106,57990,10
dhigh,aln,30,0.55,4642,114,58019,10,4640,91,58019,10
dhigh,bb,30,0.55,4643,495,57638,9,4639,115,57638,9
dhigh,bowtie2,30,0.55,4639,91,58041,13,4639,55,58041,13
dhigh,mem,30,0.55,4641,253,57880,11,4641,240,57880,11
dhigh,shrimp,30,0.55,4642,780,57353,10,4642,780,57353,10
dhigh,aln_anc,30,0.5,4208,130,52788,10,4206,95,52788,10
dhigh,aln,30,0.5,4208,102,52816,10,4206,81,52816,10
dhigh,bb,30,0.5,4209,461,52457,9,4205,104,52457,9
dhigh,bowtie2,30,0.5,4208,82,52836,10,4208,50,52836,10
dhigh,mem,30,0.5,4207,232,52686,11,4207,222,52686,11
dhigh,shrimp,30,0.5,4208,721,52197,10,4208,721,52197,10
dhigh,aln_anc,30,0.65,5469,163,68589,10,5465,120,68589,10
dhigh,aln,30,0.65,5469,127,68625,10,5465,100,68625,10
dhigh,bb,30,0.65,5470,583,68169,9,5466,127,68169,9
dhigh,bowtie2,30,0.65,5466,105,68646,13,5466,63,68646,13
dhigh,mem,30,0.65,5468,310,68442,11,5468,288,68442,11
dhigh,shrimp,30,0.65,5469,920,67832,10,5469,920,67832,10
dhigh,aln_anc,30,0.6,5072,150,63244,10,5070,109,63244,10
dhigh,aln,30,0.6,5072,116,63278,10,5070,92,63278,10
dhigh,bb,30,0.6,5073,532,62862,9,5069,116,62862,9
dhigh,bowtie2,30,0.6,5072,101,63293,10,5072,57,63293,10
dhigh,mem,30,0.6,5071,275,63119,11,5071,258,63119,11
single,safari,65,0.65,2844,407,68345,642,2276,357,68345,642
dhigh,shrimp,30,0.6,5072,839,62555,10,5072,839,62555,10
dhigh,aln_anc,30,0.75,6344,184,79039,15,6344,138,79039,15
dhigh,aln,30,0.75,6344,145,79078,15,6344,117,79078,15
dhigh,bb,30,0.75,6347,681,78542,12,6341,146,78542,12
dhigh,bowtie2,30,0.75,6344,118,79105,15,6344,69,79105,15
dhigh,mem,30,0.75,6344,357,78866,15,6344,329,78866,15
dhigh,shrimp,30,0.75,6345,1066,78157,14,6345,1066,78157,14
dhigh,aln_anc,30,0.7,5895,173,73869,13,5895,128,73869,13
dhigh,aln,30,0.7,5895,135,73907,13,5895,108,73907,13
dhigh,bb,30,0.7,5897,632,73410,11,5892,136,73410,11
dhigh,bowtie2,30,0.7,5895,109,73933,13,5895,65,73933,13
dhigh,mem,30,0.7,5895,335,73707,13,5895,310,73707,13
dhigh,shrimp,30,0.7,5896,992,73050,12,5896,992,73050,12
dhigh,aln_anc,30,0.85,7149,207,89371,16,7149,156,89371,16
dhigh,aln,30,0.85,7149,166,89412,16,7149,134,89412,16
dhigh,bb,30,0.85,7152,760,88818,13,7146,167,88818,13
dhigh,bowtie2,30,0.85,7146,131,89446,19,7146,77,89446,19
dhigh,mem,30,0.85,7149,397,89181,16,7149,368,89181,16
dhigh,shrimp,30,0.85,7150,1194,88384,15,7150,1194,88384,15
dhigh,aln_anc,30,0.8,6775,196,84166,15,6775,148,84166,15
dhigh,aln,30,0.8,6775,157,84205,15,6775,126,84205,15
dhigh,bb,30,0.8,6778,724,83638,12,6772,157,83638,12
dhigh,bowtie2,30,0.8,6775,124,84238,15,6775,74,84238,15
dhigh,mem,30,0.8,6775,382,83980,15,6775,353,83980,15
dhigh,safari,60,0.7,3140,444,73598,733,2206,402,73598,733
none,safari,65,0.65,2848,421,68334,648,2240,364,68334,648
dhigh,shrimp,30,0.8,6776,1138,83224,14,6776,1138,83224,14
dhigh,aln_anc,30,0.95,7935,230,99752,25,7929,174,99752,25
dhigh,aln,30,0.95,7935,184,99798,25,7929,151,99798,25
dhigh,bb,30,0.95,7939,842,99140,21,7933,187,99140,21
dhigh,bowtie2,30,0.95,7935,165,99817,25,7935,90,99817,25
single,safari,50,0.7,3461,440,73602,733,1868,387,73602,733
single,safari,50,0.65,3210,409,68343,672,1724,357,68343,672
dhigh,mem,30,0.95,7935,439,99543,25,7935,408,99543,25
dmid,safari,65,0.65,2835,383,68365,681,2187,343,68365,681
dmid,safari,50,0.7,3419,418,73618,773,1844,368,73618,773
dhigh,shrimp,30,0.95,7937,1327,98655,23,7937,1327,98655,23
dhigh,aln_anc,30,0.9,7528,220,94541,21,7528,167,94541,21
dhigh,aln,30,0.9,7528,176,94585,21,7528,144,94585,21
dhigh,bb,30,0.9,7532,805,93956,17,7526,179,93956,17
dhigh,bowtie2,30,0.9,7528,153,94608,21,7528,85,94608,21
none,safari,65,0.8,3522,529,83835,797,2772,464,83835,797
dmid,safari,55,0.7,3242,408,73628,761,2067,374,73628,761
dhigh,mem,30,0.9,7528,420,94341,21,7528,390,94341,21
none,safari,60,0.65,2941,421,68334,632,2124,361,68334,632
single,safari,55,0.65,3062,418,68336,650,1948,377,68336,650
dhigh,shrimp,30,0.9,7530,1263,93498,19,7530,1263,93498,19
dhigh,aln_anc,35,0.15,1122,30,15705,4,1122,26,15705,4
dhigh,aln,35,0.15,1122,23,15712,4,1122,20,15712,4
dhigh,bb,35,0.15,1124,135,15600,2,1122,24,15600,2
dhigh,bowtie2,35,0.15,1121,19,15715,5,1121,10,15715,5
none,safari,50,0.7,3457,470,73579,735,1881,410,73579,735
dmid,safari,50,0.65,3171,386,68362,710,1709,340,68362,710
dhigh,mem,35,0.15,1123,68,15667,3,1123,62,15667,3
dhigh,safari,65,0.7,3087,438,73604,712,2392,391,73604,712
dmid,safari,60,0.65,2912,382,68365,677,2072,353,68365,677
dhigh,shrimp,35,0.15,1122,209,15526,4,1122,209,15526,4
dhigh,aln_anc,35,0.1,741,15,10527,3,741,13,10527,3
dhigh,aln,35,0.1,741,12,10530,3,741,10,10530,3
dhigh,bb,35,0.1,743,89,10453,1,741,13,10453,1
dhigh,bowtie2,35,0.1,741,9,10533,3,741,4,10533,3
dmid,safari,60,0.75,3353,446,78770,790,2392,414,78770,790
single,safari,65,0.75,3286,480,78743,739,2629,426,78743,739
dhigh,mem,35,0.1,742,44,10498,2,742,39,10498,2
dhigh,safari,50,0.65,3171,394,68359,707,1663,336,68359,707
single,safari,60,0.8,3597,520,83842,822,2605,469,83842,822
dhigh,shrimp,35,0.1,741,144,10398,3,741,144,10398,3
dhigh,aln_anc,35,0.25,1885,65,26219,5,1883,51,26219,5
dhigh,aln,35,0.25,1885,50,26234,5,1883,41,26234,5
dhigh,bb,35,0.25,1887,231,26053,3,1885,49,26053,3
dhigh,bowtie2,35,0.25,1885,37,26247,5,1885,24,26247,5
single,safari,55,0.8,3773,522,83841,812,2402,464,83841,812
dmid,safari,55,0.65,3003,375,68373,707,1925,342,68373,707
dhigh,mem,35,0.25,1886,122,26162,4,1886,114,26162,4
none,safari,55,0.8,3746,523,83842,822,2386,453,83842,822
dhigh,safari,60,0.75,3362,469,78754,780,2372,422,78754,780
dhigh,shrimp,35,0.25,1885,369,25915,5,1885,369,25915,5
dhigh,aln_anc,35,0.2,1487,46,20904,5,1487,39,20904,5
dhigh,aln,35,0.2,1487,36,20914,5,1487,31,20914,5
dhigh,bb,35,0.2,1489,187,20763,3,1487,37,20763,3
dhigh,bowtie2,35,0.2,1487,32,20918,5,1487,17,20918,5
dhigh,safari,55,0.7,3253,456,73586,753,2045,401,73586,753
none,safari,50,0.65,3196,438,68322,685,1739,381,68322,685
dhigh,mem,35,0.2,1488,100,20850,4,1488,92,20850,4
single,safari,35,0.65,968,419,68335,3946,153,368,68335,3946
none,safari,60,0.8,3625,529,83835,791,2617,460,83835,791
dhigh,shrimp,35,0.2,1487,297,20653,5,1487,297,20653,5
dhigh,aln_anc,35,0.35,2573,87,36699,6,2573,67,36699,6
dhigh,aln,35,0.35,2573,67,36719,6,2573,54,36719,6
dhigh,bb,35,0.35,2576,327,36459,3,2573,66,36459,3
dhigh,bowtie2,35,0.35,2572,56,36729,7,2572,29,36729,7
dhigh,safari,65,0.65,2859,398,68354,662,2216,354,68354,662
dmid,safari,60,0.8,3602,476,83877,835,2564,442,83877,835
dhigh,mem,35,0.35,2575,167,36619,4,2575,157,36619,4
none,safari,55,0.65,3038,406,68350,662,1932,343,68350,662
none,safari,50,0.75,3711,502,78727,786,2016,437,78727,786
dhigh,shrimp,35,0.35,2574,516,36270,5,2574,516,36270,5
dhigh,aln_anc,35,0.3,2252,77,31338,6,2252,58,31338,6
dhigh,aln,35,0.3,2252,58,31357,6,2252,46,31357,6
dhigh,bb,35,0.3,2255,279,31136,3,2252,57,31136,3
dhigh,bowtie2,35,0.3,2251,48,31366,7,2251,30,31366,7
single,safari,60,0.65,2907,407,68345,667,2125,363,68345,667
none,safari,40,0.7,1573,440,73606,3202,839,382,73606,3202
dhigh,mem,35,0.3,2254,144,31271,4,2254,135,31271,4
none,safari,65,0.85,3717,558,89022,835,2924,489,89022,835
dhigh,shrimp,35,0.3,2253,436,30979,5,2253,436,30979,5
dhigh,aln_anc,35,0.45,3345,113,47425,8,3345,86,47425,8
dhigh,aln,35,0.45,3345,88,47450,8,3345,73,47450,8
dhigh,bb,35,0.45,3348,419,47119,5,3345,92,47119,5
dhigh,bowtie2,35,0.45,3344,72,47465,9,3344,44,47465,9
dhigh,safari,55,0.65,3022,418,68334,691,1899,369,68334,691
none,safari,35,0.65,1001,412,68344,3866,128,364,68344,3866
dhigh,mem,35,0.45,3347,216,47322,6,3347,202,47322,6
dmid,safari,50,0.75,3666,451,78765,831,1975,395,78765,831
dhigh,shrimp,35,0.45,3346,657,46881,7,3346,657,46881,7
dhigh,aln_anc,35,0.4,2951,102,41969,6,2951,77,41969,6
dhigh,aln,35,0.4,2951,79,41992,6,2951,64,41992,6
dhigh,bb,35,0.4,2954,370,41701,3,2951,80,41701,3
dhigh,bowtie2,35,0.4,2951,62,42009,6,2951,35,42009,6
dhigh,safari,55,0.8,3722,523,83839,864,2345,457,83839,864
dmid,safari,65,0.7,3058,413,73623,737,2364,369,73623,737
dhigh,mem,35,0.4,2953,191,41880,4,2953,180,41880,4
none,safari,50,0.8,3972,532,83836,831,2156,464,83836,831
dmid,safari,40,0.65,1447,377,68369,2992,791,331,68369,2992
dhigh,shrimp,35,0.4,2952,584,41487,5,2952,584,41487,5
dhigh,aln_anc,35,0.55,4125,141,57992,10,4123,107,57992,10
dhigh,aln,35,0.55,4125,109,58024,10,4123,92,58024,10
dhigh,bb,35,0.55,4128,511,57622,7,4125,114,57622,7
dhigh,bowtie2,35,0.55,4125,89,58044,10,4125,55,58044,10
dhigh,safari,60,0.65,2905,405,68347,684,2038,366,68347,684
dhigh,mem,35,0.55,4127,266,57867,8,4127,249,57867,8
none,safari,40,0.65,1468,408,68348,2962,784,355,68348,2962
dhigh,shrimp,35,0.55,4126,806,57327,9,4126,806,57327,9
dhigh,aln_anc,35,0.5,3732,125,52793,10,3732,94,52793,10
dhigh,aln,35,0.5,3732,97,52821,10,3732,82,52821,10
dhigh,bb,35,0.5,3735,466,52452,7,3732,102,52452,7
dhigh,bowtie2,35,0.5,3732,81,52837,10,3732,46,52837,10
dhigh,mem,35,0.5,3734,237,52681,8,3734,222,52681,8
single,safari,50,0.8,3965,522,83840,845,2138,459,83840,845
dhigh,shrimp,35,0.5,3733,734,52184,9,3733,734,52184,9
dhigh,aln_anc,35,0.65,4866,159,68593,13,4864,120,68593,13
dhigh,aln,35,0.65,4866,122,68630,13,4864,102,68630,13
dhigh,bb,35,0.65,4869,593,68159,10,4866,126,68159,10
dhigh,bowtie2,35,0.65,4863,101,68650,16,4863,60,68650,16
dhigh,mem,35,0.65,4868,309,68443,11,4868,288,68443,11
single,safari,40,0.7,1544,448,73596,3246,846,400,73596,3246
single,safari,65,0.7,3072,439,73603,690,2453,386,73603,690
dhigh,shrimp,35,0.65,4867,941,67811,12,4867,941,67811,12
dhigh,aln_anc,35,0.6,4503,147,63247,10,4501,110,63247,10
dhigh,aln_anc,35,0.8,6048,191,84171,20,6046,145,84171,20
dhigh,aln,35,0.8,6048,152,84210,20,6044,126,84210,20
dhigh,bb,35,0.8,6051,716,83646,17,6047,154,83646,17
dhigh,bowtie2,35,0.8,6048,132,84230,20,6048,75,84230,20
dhigh,mem,35,0.8,6049,370,83992,19,6049,342,83992,19
none,safari,55,0.7,3277,451,73595,715,2092,385,73595,715
none,safari,65,0.7,3070,458,73587,702,2421,397,73587,702
dhigh,shrimp,35,0.8,6049,1134,83228,19,6049,1134,83228,19
dhigh,aln_anc,35,0.95,7091,228,99756,20,7087,170,99756,20
dhigh,aln,35,0.95,7091,181,99803,20,7085,149,99803,20
dhigh,bb,35,0.95,7094,844,99140,17,7090,182,99140,17
dhigh,bowtie2,35,0.95,7086,155,99828,25,7086,86,99828,25
dmid,safari,35,0.65,984,386,68360,3884,123,351,68360,3884
single,safari,40,0.65,1434,409,68345,3005,783,362,68345,3005
dhigh,mem,35,0.95,7092,438,99546,19,7092,408,99546,19
none,safari,55,0.85,3946,550,89031,881,2511,478,89031,881
dhigh,shrimp,35,0.95,7092,1329,98655,19,7092,1329,98655,19
dhigh,aln_anc,35,0.9,6717,217,94544,20,6715,163,94544,20
dhigh,aln,35,0.9,6717,173,94588,20,6713,143,94588,20
dhigh,bb,35,0.9,6720,801,93960,17,6716,174,93960,17
dhigh,bowtie2,35,0.9,6717,148,94613,20,6717,84,94613,20
single,safari,60,0.85,3791,556,89022,871,2743,503,89022,871
dhigh,mem,35,0.9,6718,416,94345,19,6718,387,94345,19
dhigh,safari,30,0.65,401,408,68344,5078,2,355,68344,5078
dhigh,shrimp,35,0.9,6718,1261,93500,19,6718,1261,93500,19
dhigh,aln_anc,40,0.15,1023,30,15705,4,1023,27,15705,4
dhigh,aln,40,0.15,1023,26,15709,4,1023,24,15709,4
dhigh,bb,40,0.15,1023,120,15615,4,1023,27,15615,4
dhigh,bowtie2,40,0.15,1023,21,15714,4,1023,12,15714,4
dhigh,mem,40,0.15,1023,69,15666,4,1023,66,15666,4
dmid,safari,60,0.85,3792,500,89067,895,2684,463,89067,895
none,safari,30,0.65,427,419,68339,5044,4,370,68339,5044
dhigh,shrimp,40,0.15,1023,207,15528,4,1023,207,15528,4
dhigh,aln_anc,40,0.1,677,17,10525,2,677,15,10525,2
dhigh,aln,40,0.1,677,14,10528,2,677,13,10528,2
dhigh,bb,40,0.1,677,87,10455,2,677,15,10455,2
dhigh,bowtie2,40,0.1,677,15,10526,2,675,8,10526,2
single,safari,60,0.7,3140,439,73603,718,2292,394,73603,718
none,safari,60,0.7,3173,458,73587,684,2293,396,73587,684
dhigh,mem,40,0.1,677,46,10496,2,677,44,10496,2
dmid,safari,60,0.7,3142,413,73622,732,2239,383,73622,732
dhigh,shrimp,40,0.1,677,148,10394,2,677,148,10394,2
dhigh,aln_anc,40,0.25,1731,65,26219,5,1731,51,26219,5
dhigh,aln,40,0.25,1731,53,26231,5,1731,44,26231,5
dhigh,bb,40,0.25,1731,222,26062,5,1731,50,26062,5
dhigh,bowtie2,40,0.25,1731,41,26243,5,1731,24,26243,5
dhigh,mem,40,0.25,1731,123,26161,5,1731,117,26161,5
dmid,safari,30,0.65,402,388,68360,5047,3,351,68360,5047
dhigh,shrimp,40,0.25,1731,353,25931,5,1731,353,25931,5
dhigh,aln_anc,40,0.2,1357,48,20902,5,1357,41,20902,5
dhigh,aln,40,0.2,1357,41,20909,5,1357,37,20909,5
dhigh,bb,40,0.2,1357,166,20784,5,1357,41,20784,5
dhigh,bowtie2,40,0.2,1357,32,20918,5,1357,19,20918,5
dhigh,mem,40,0.2,1357,100,20850,5,1357,95,20850,5
single,safari,55,0.7,3298,452,73592,707,2102,404,73592,707
dhigh,shrimp,40,0.2,1357,275,20675,5,1357,275,20675,5
dhigh,aln_anc,40,0.35,2354,84,36702,10,2354,65,36702,10
dhigh,aln,40,0.35,2354,69,36717,10,2354,57,36717,10
dhigh,bb,40,0.35,2356,315,36471,8,2355,65,36471,8
dhigh,bowtie2,40,0.35,2355,51,36735,9,2354,37,36735,9
dhigh,safari,60,0.85,3802,534,89044,888,2663,474,89044,888
dhigh,mem,40,0.35,2356,164,36622,9,2356,156,36622,9
dmid,safari,40,0.7,1553,413,73621,3231,850,363,73621,3231
single,safari,30,0.65,397,404,68348,5091,4,350,68348,5091
dhigh,shrimp,40,0.35,2356,491,36295,8,2356,491,36295,8
dhigh,aln_anc,40,0.3,2071,75,31340,7,2071,57,31340,7
dhigh,aln,40,0.3,2071,62,31353,7,2071,50,31353,7
dhigh,bb,40,0.3,2072,269,31146,6,2071,58,31146,6
dhigh,bowtie2,40,0.3,2069,49,31365,9,2069,29,31365,9
dhigh,safari,40,0.65,1443,391,68361,2988,744,348,68361,2988
dhigh,mem,40,0.3,2071,142,31273,7,2071,135,31273,7
dhigh,safari,35,0.7,1052,442,73600,4209,145,386,73600,4209
dhigh,shrimp,40,0.3,2072,424,30991,6,2072,424,30991,6
dhigh,aln_anc,40,0.45,3060,108,47430,12,3060,83,47430,12
dhigh,aln,40,0.45,3060,88,47450,12,3060,73,47450,12
dhigh,bb,40,0.45,3062,403,47135,10,3061,86,47135,10
dhigh,bowtie2,40,0.45,3061,75,47463,11,3060,47,47463,11
dhigh,mem,40,0.45,3062,208,47330,11,3062,194,47330,11
dmid,safari,30,0.7,432,419,73617,5444,3,378,73617,5444
dhigh,safari,35,0.65,981,402,68350,3898,141,351,68350,3898
dhigh,shrimp,40,0.45,3062,637,46901,10,3062,637,46901,10
dhigh,aln_anc,40,0.4,2707,97,41974,10,2707,74,41974,10
dhigh,aln,40,0.4,2707,79,41992,10,2707,64,41992,10
dhigh,bb,40,0.4,2709,355,41716,8,2708,75,41716,8
dhigh,bowtie2,40,0.4,2708,63,42008,9,2707,40,42008,9
none,safari,35,0.7,1085,446,73600,4166,133,389,73600,4166
dhigh,mem,40,0.4,2709,182,41889,9,2709,170,41889,9
none,safari,60,0.75,3392,495,78730,733,2460,429,78730,733
dhigh,safari,50,0.7,3422,432,73611,767,1803,366,73611,767
dhigh,shrimp,40,0.4,2709,563,41508,8,2709,563,41508,8
dhigh,aln_anc,40,0.55,3732,132,58001,15,3732,99,58001,15
dhigh,aln,40,0.55,3732,105,58028,15,3732,87,58028,15
dhigh,bb,40,0.55,3735,487,57646,12,3733,105,57646,12
dhigh,bowtie2,40,0.55,3733,89,58044,14,3732,57,58044,14
dhigh,mem,40,0.55,3735,250,57883,13,3735,234,57883,13
dmid,safari,35,0.7,1059,420,73614,4193,125,384,73614,4193
dhigh,shrimp,40,0.55,3735,780,57353,12,3735,780,57353,12
dhigh,aln_anc,40,0.5,3394,119,52799,13,3394,90,52799,13
dhigh,aln,40,0.5,3394,96,52822,13,3394,79,52822,13
dhigh,bb,40,0.5,3397,446,52472,10,3395,97,52472,10
dhigh,bowtie2,40,0.5,3393,86,52831,14,3391,52,52831,14
dmid,safari,65,0.75,3270,443,78773,788,2543,395,78773,788
dhigh,mem,40,0.5,3397,227,52691,11,3397,213,52691,11
dmid,safari,55,0.75,3463,440,78776,821,2207,400,78776,821
dhigh,shrimp,40,0.5,3397,714,52204,10,3397,714,52204,10
dhigh,aln_anc,40,0.65,4416,154,68598,15,4416,113,68598,15
dhigh,aln,40,0.65,4416,121,68631,15,4416,98,68631,15
dhigh,bb,40,0.65,4419,573,68179,12,4417,121,68179,12
dhigh,bowtie2,40,0.65,4414,106,68645,17,4412,64,68645,17
none,safari,65,0.75,3290,495,78730,747,2604,433,78730,747
dhigh,safari,65,0.75,3301,470,78753,763,2570,419,78753,763
dhigh,mem,40,0.65,4419,297,68455,13,4419,274,68455,13
dhigh,shrimp,40,0.65,4419,919,67833,12,4419,919,67833,12
dhigh,aln_anc,40,0.6,4085,140,63254,15,4085,101,63254,15
dhigh,aln,40,0.6,4085,108,63286,15,4085,89,63286,15
dhigh,bb,40,0.6,4088,525,62869,12,4086,109,62869,12
dhigh,bowtie2,40,0.6,4086,89,63305,14,4085,53,63305,14
dmid,safari,55,0.85,3916,493,89074,924,2481,447,89074,924
dhigh,mem,40,0.6,4088,268,63126,13,4088,249,63126,13
dhigh,safari,30,0.7,431,445,73597,5477,3,384,73597,5477
dhigh,shrimp,40,0.6,4088,841,62553,12,4088,841,62553,12
dhigh,aln_anc,40,0.75,5127,176,79047,18,5127,130,79047,18
dhigh,aln,40,0.75,5127,139,79084,18,5127,113,79084,18
dhigh,bb,40,0.75,5130,668,78555,15,5128,140,78555,15
dhigh,bowtie2,40,0.75,5128,110,79113,17,5125,68,79113,17
none,safari,50,0.85,4181,565,89018,884,2266,495,89018,884
dhigh,mem,40,0.75,5130,343,78880,16,5130,317,78880,16
single,safari,50,0.75,3718,482,78741,782,2010,426,78741,782
dhigh,shrimp,40,0.75,5130,1068,78155,15,5130,1068,78155,15
dhigh,aln_anc,40,0.7,4759,166,73876,17,4757,122,73876,17
dhigh,aln,40,0.7,4759,131,73911,17,4757,106,73911,17
dhigh,bb,40,0.7,4762,624,73418,14,4760,131,73418,14
dhigh,bowtie2,40,0.7,4760,108,73934,16,4759,66,73934,16
dhigh,safari,50,0.75,3675,453,78771,818,1946,386,78771,818
dhigh,mem,40,0.7,4762,325,73717,15,4762,300,73717,15
none,safari,30,0.7,455,450,73598,5444,4,394,73598,5444
dhigh,shrimp,40,0.7,4762,993,73049,14,4762,993,73049,14
dhigh,aln_anc,40,0.85,5809,201,89377,19,5809,150,89377,19
dhigh,aln,40,0.85,5809,161,89417,19,5809,132,89417,19
dhigh,bb,40,0.85,5812,748,88830,16,5810,162,88830,16
dhigh,bowtie2,40,0.85,5810,147,89431,18,5806,85,89431,18
dhigh,mem,40,0.85,5812,392,89186,17,5812,362,89186,17
none,safari,55,0.75,3508,487,78739,763,2243,418,78739,763
single,safari,60,0.75,3362,487,78736,764,2454,438,78736,764
dhigh,shrimp,40,0.85,5812,1190,88388,16,5812,1190,88388,16
dhigh,aln_anc,40,0.8,5488,185,84177,19,5486,139,84177,19
dhigh,aln,40,0.8,5488,148,84214,19,5486,122,84214,19
dhigh,bb,40,0.8,5491,708,83654,16,5489,149,83654,16
dhigh,bowtie2,40,0.8,5486,129,84232,21,5481,72,84232,21
none,safari,40,0.75,1691,474,78752,3453,904,409,78752,3453
dhigh,mem,40,0.8,5491,365,83997,17,5491,337,83997,17
single,safari,35,0.7,1049,456,73588,4248,164,402,73588,4248
dhigh,shrimp,40,0.8,5491,1130,83232,16,5491,1130,83232,16
dhigh,aln_anc,40,0.95,6439,230,99754,22,6439,171,99754,22
dhigh,aln,40,0.95,6439,183,99801,22,6439,151,99801,22
dhigh,bb,40,0.95,6442,832,99152,19,6440,184,99152,19
dhigh,bowtie2,40,0.95,6437,153,99830,24,6432,89,99830,24
dmid,safari,40,0.75,1655,447,78768,3498,901,394,78768,3498
dhigh,mem,40,0.95,6442,439,99545,20,6442,407,99545,20
none,safari,40,0.8,1808,505,83860,3698,962,440,83860,3698
dhigh,shrimp,40,0.95,6442,1314,98670,19,6442,1314,98670,19
dhigh,aln_anc,40,0.9,6112,216,94545,20,6112,162,94545,20
dhigh,aln,40,0.9,6112,173,94588,20,6112,143,94588,20
dhigh,bb,40,0.9,6115,796,93965,17,6113,174,93965,17
dhigh,bowtie2,40,0.9,6110,155,94605,22,6105,86,94605,22
dhigh,safari,40,0.7,1551,432,73610,3225,787,387,73610,3225
dhigh,mem,40,0.9,6115,417,94344,18,6115,385,94344,18
dhigh,safari,55,0.75,3479,486,78737,810,2193,428,78737,810
dhigh,shrimp,40,0.9,6115,1248,93513,17,6115,1248,93513,17
dhigh,aln_anc,50,0.15,897,33,15702,3,897,24,15702,3
dhigh,aln,50,0.15,897,24,15711,3,897,20,15711,3
dhigh,bb,50,0.15,899,139,15596,1,897,25,15596,1
dhigh,bowtie2,50,0.15,896,19,15715,4,896,11,15715,4
dhigh,mem,50,0.15,899,70,15665,1,899,64,15665,1
single,safari,30,0.7,421,437,73605,5495,4,380,73605,5495
single,safari,55,0.75,3524,484,78740,764,2250,428,78740,764
dhigh,shrimp,50,0.15,899,214,15521,1,899,214,15521,1
dhigh,aln_anc,50,0.1,602,24,10518,3,602,17,10518,3
dhigh,aln,50,0.1,602,18,10524,3,602,14,10524,3
dhigh,bb,50,0.1,604,97,10445,1,602,19,10445,1
dhigh,bowtie2,50,0.1,602,18,10523,3,602,8,10523,3
