#Taxa	bin0	entropy	bin1	entropy	bin2	entropy	bin3	entropy	bin4	entropy	bin5	entropy	bin6	entropy	bin7	entropy	bin8	entropy	bin9	entropy	bin10	entropy	bin11	entropy	bin12	entropy	bin13	entropy	bin14	entropy	bin15	entropy	bin16	entropy	bin17	entropy	bin18	entropy	bin19	entropy	bin20	entropy
Arctiinae	139.81668	1.17376	122.30276	1.20762	107.90880	1.15775	95.22061	1.13577	144.26692	1.17542	148.17225	1.18206	151.22837	1.21699	157.85859	1.25797	147.68636	1.19610	155.31605	1.07433
Bovidae	14.00000	1.35745	9.68000	1.34525	18.76000	1.29369	13.00000	1.32285	6.74975	1.32622	9.00000	1.34440	12.57143	1.33147	16.18571	1.36123	13.37767	1.31896	14.34487	1.34425	11.28057	1.33564
Calyptratae	600.17991	1.12367	759.83252	1.20168	996.62250	1.24462	1059.27370	1.17936	1134.62591	1.19641	1058.32276	1.20649	1051.76806	1.25771	1081.02539	1.26027	1105.49497	1.28679	1075.64443	1.19843	676.25543	1.13260
Colubroidea	88.28548	1.32690	126.58784	1.34107	127.61796	1.33819	130.55000	1.30587	123.04123	1.31445	116.86310	1.32660	137.34146	1.34162	140.10667	1.33962	153.66801	1.35770	119.77241	1.35058	155.22406	1.33371	110.12963	1.34285
Cryptorhynchinae	16.94103	1.27933	35.14275	1.27544	37.06849	1.27724	42.02439	1.23005	39.00000	1.25945	40.00000	1.28978	40.00000	1.29458	41.00000	1.32704	44.00000	1.30683	44.00000	1.29911	36.91667	1.27027	22.00000	1.25061
Lampyridae	337.30061	1.12867	480.02700	1.19123	386.32852	1.22750	407.96356	1.15574	529.27943	1.17792	614.47153	1.17346	639.19005	1.24177	654.15031	1.23491	614.12100	1.28208	628.03756	1.20403	555.93439	1.09951	337.25056	1.09140
Lycosoidea	61.52348	1.22922	89.41377	1.20966	87.55765	1.19476	89.23252	1.21841	101.05089	1.21582	101.25398	1.21603	99.80259	1.24673	93.74762	1.21826	86.23279	1.20650	48.33333	1.18803
Mus	19.00000	1.32882	22.62273	1.31520	16.76574	1.29950	20.46429	1.30790	14.89881	1.30907	21.00000	1.32186	12.27907	1.33847	15.00000	1.34349	16.49057	1.31668	19.16667	1.34389
Myotis	26.00000	1.35199	28.02381	1.31627	25.04255	1.35576	29.07018	1.31345	33.00000	1.29852	29.50000	1.32148	32.07907	1.32429	29.72468	1.33174	37.14485	1.32154	40.57895	1.35267	36.00000	1.31701
Rattus	29.54307	1.32528	40.59076	1.31375	39.97340	1.31684	37.42251	1.31030	41.03639	1.31038	40.61053	1.32874	45.41574	1.34926	37.07102	1.34654	40.30000	1.32156	28.26316	1.34809
Ursidae	108.12020	1.36699	115.66900	1.34209	91.24461	1.37510	78.55411	1.36260	92.83880	1.31475	116.38142	1.34100	97.61880	1.34495	112.49469	1.35792	81.97009	1.34609	120.64599	1.36915	142.58815	1.33797
Xerinae	15.42857	1.33020	12.71429	1.34014	9.00000	1.33612	7.00000	1.30185	16.43750	1.31231	13.39943	1.31046	17.00000	1.33296	14.00000	1.32665	10.00000	1.34328	17.80719	1.32668	12.20833	1.33677
