k,w,tool,damage_level,read_length,subsampling_rate,mito_correct,mito_incorrect,mito_mapped,mito_unmapped,bacteria_mapped,bacteria_unmapped,numt_mapped,numt_unmapped,precision,sensitivity,specificity,f1,accuracy,TP,FP,TN,FN
29,11,SAFARI,None,125,0.3,27109,55,27109,2723,0,29885,7,116,0.9997418498303584,0.907049887911132,0.9997667288723007,0.951142922302335,0.9535019617664245,27109,7,30001,2778
29,11,vg giraffe,None,125,0.45,41089,76,41089,4092,0,45255,7,170,0.9998296671208877,0.9079037496961796,0.9998459235780948,0.9516519402915938,0.9539635457442468,41089,7,45425,4168
29,11,SAFARI,None,125,0.45,41094,76,41094,4087,1,45254,11,166,0.9997080718143336,0.9080142298428973,0.9997358689910195,0.9516575385292313,0.9539635457442468,41094,12,45420,4163
29,11,vg giraffe,None,125,0.4,36333,66,36333,3645,0,40042,6,150,0.9998348881367126,0.9073269403655978,0.9998507388427285,0.9513373394603512,0.9536776251838189,36333,6,40192,3711
29,11,SAFARI,None,125,0.4,36337,66,36337,3641,0,40042,9,147,0.9997523799042536,0.9074268304864649,0.9997761082640927,0.9513548893834273,0.9536900874853568,36337,9,40189,3707
29,11,vg giraffe,None,125,0.55,50283,92,50283,4965,0,55338,9,198,0.9998210450966356,0.9086194434405493,0.9998379692141507,0.952041048167222,0.9543130270099652,50283,9,55536,5057
29,11,SAFARI,None,125,0.55,50288,92,50288,4960,1,55337,14,193,0.9997018070492814,0.9087097940007228,0.9997299486902511,0.9520365760154483,0.9543040086576182,50288,15,55530,5052
29,11,vg giraffe,None,125,0.5,45780,83,45780,4520,0,50381,9,186,0.9998034462425474,0.9086398189865629,0.9998220499841822,0.9520442540448362,0.9543180895214889,45780,9,50567,4603
29,11,SAFARI,None,125,0.5,45785,83,45785,4515,1,50380,14,181,0.9996724890829695,0.9087390588095191,0.9997034166403037,0.9520393416716052,0.9543081845105439,45785,15,50561,4598
29,11,vg giraffe,None,125,0.65,59471,108,59471,5885,0,65462,11,238,0.999815070105242,0.9084535011609434,0.9998326003256685,0.951947241208202,0.954229083285687,59471,11,65700,5993
29,11,SAFARI,None,125,0.65,59477,108,59477,5879,1,65461,19,230,0.9996638485974083,0.9085451545887816,0.9996956369557608,0.9519290018485769,0.9542062130741376,59477,20,65691,5987
29,11,vg giraffe,None,125,0.6,54847,101,54847,5412,0,60358,10,217,0.9998177078586142,0.9086646785950961,0.9998349426425683,0.9520643655016188,0.9543346149076026,54847,10,60575,5513
29,11,SAFARI,None,125,0.6,54852,101,54852,5407,1,60357,16,211,0.9996901711348849,0.9087475149105367,0.9997194024923661,0.9520520007984101,0.9543180784654182,54852,17,60568,5508
29,11,vg giraffe,None,125,0.75,68500,119,68500,6796,0,75413,16,271,0.9997664779029716,0.9083073659086389,0.9997886393659181,0.9518449812757502,0.9541342686033816,68500,16,75684,6915
29,11,SAFARI,None,125,0.75,68508,119,68508,6788,1,75412,24,263,0.9996352122335226,0.9084134456010078,0.999669749009247,0.9518437213438187,0.9541276511266255,68508,25,75675,6907
29,11,vg giraffe,None,125,0.7,64047,112,64047,6332,0,70489,14,253,0.9997814582975602,0.9085840745627102,0.9998021369212505,0.9520036863071526,0.9542786749453086,64047,14,70742,6444
29,11,SAFARI,None,125,0.7,64055,112,64055,6324,1,70488,22,245,0.9996410624551328,0.9086975642280575,0.9996749392277686,0.9520023185131791,0.9542715951489236,64055,23,70733,6436
29,11,vg giraffe,None,125,0.85,77461,134,77461,7696,0,85289,16,303,0.9997934870993972,0.9081966444290722,0.9998131015792917,0.9517964219011108,0.9540898425385754,77461,16,85592,7830
29,11,SAFARI,None,125,0.85,77470,134,77470,7687,1,85288,25,294,0.9996644988128419,0.9083021655274296,0.999696290066349,0.9517959050784153,0.9540839911292635,77470,26,85582,7821
29,11,vg giraffe,None,125,0.8,72912,127,72912,7260,0,80297,16,288,0.9997806055287407,0.9080063263552473,0.999801491296634,0.9516860605506862,0.9539900559353636,72912,16,80585,7387
29,11,SAFARI,None,125,0.8,72921,127,72921,7251,1,80296,24,280,0.9996572807282099,0.9081184074521476,0.9996898301509907,0.9516917354562954,0.9539900559353636,72921,25,80576,7378
29,11,vg giraffe,None,125,0.95,86459,147,86459,8612,0,95216,19,337,0.9997802909410486,0.9080110903400618,0.9998011970033064,0.9516885346953153,0.9539912993343467,86459,19,95553,8759
29,11,SAFARI,None,125,0.95,86468,147,86468,8603,1,95215,28,328,0.9996647282564713,0.9081056102837699,0.9996965638471519,0.9516880829870952,0.9539860579694952,86468,29,95543,8750
29,11,vg giraffe,None,125,0.9,81932,143,81932,8163,0,90236,17,320,0.9997925539054778,0.907954520268623,0.9998123060956355,0.9516630175332633,0.9539685085531301,81932,17,90556,8306
29,11,SAFARI,None,125,0.9,81941,143,81941,8154,1,90235,26,311,0.9996706031622097,0.9080542565216427,0.9997018979165977,0.9516625436976645,0.9539629779161666,81941,27,90546,8297
29,11,vg giraffe,Single-stranded,125,0.15,13551,25,13551,1381,0,14958,1,65,0.9999262101534829,0.9059971919502574,0.9999334398296059,0.9506471640534568,0.9530702778426337,13551,1,15023,1406
29,11,SAFARI,Single-stranded,125,0.15,13563,25,13563,1369,0,14958,2,64,0.9998525617397714,0.9067994918767133,0.999866879659212,0.9510553257134843,0.9534371768786898,13563,2,15022,1394
29,11,vg giraffe,Single-stranded,125,0.1,9053,18,9053,942,0,10014,0,42,1.0,0.9041246379706381,1.0,0.9496485891115074,0.9521650306442773,9053,0,10056,960
29,11,SAFARI,Single-stranded,125,0.1,9060,18,9060,935,0,10014,1,41,0.9998896369054189,0.9048237291521023,0.9999005568814638,0.9499842717835797,0.9524639992027505,9060,1,10055,953
29,11,vg giraffe,Single-stranded,125,0.25,22618,39,22618,2329,0,24987,4,107,0.9998231809742728,0.9052269270791643,0.9998406247509761,0.9501764409342968,0.9526395655299098,22618,4,25094,2368
29,11,SAFARI,Single-stranded,125,0.25,22643,39,22643,2304,0,24987,8,103,0.9996468147101674,0.90622748739294,0.9996812495019524,0.9506476058525937,0.9530588611133296,22643,8,25090,2343
29,11,vg giraffe,Single-stranded,125,0.2,18030,32,18030,1848,0,19911,3,86,0.9998336383297288,0.9055750878955299,0.99985,0.9503729278127718,0.9528188423953896,18030,3,19997,1880
29,11,SAFARI,Single-stranded,125,0.2,18045,32,18045,1833,0,19911,6,83,0.9996676084427456,0.9063284781516826,0.9997,0.9507125734306263,0.9531195189175645,18045,6,19994,1865
29,11,vg giraffe,Single-stranded,125,0.35,31604,54,31604,3353,0,35010,6,142,0.9998101866497944,0.9026877267144612,0.9998293418283178,0.9487699073865598,0.9513602873063604,31604,6,35152,3407
29,11,SAFARI,Single-stranded,125,0.35,31646,54,31646,3311,0,35010,10,138,0.9996841041192823,0.9038873496900974,0.9997155697138631,0.9493752531237344,0.9519018369935441,31646,10,35148,3365
29,11,vg giraffe,Single-stranded,125,0.3,26985,44,26985,2857,0,29885,5,127,0.9998147462022972,0.9029311383256374,0.9998334277242895,0.9489063928546311,0.9514882393202344,26985,5,30012,2901
29,11,SAFARI,Single-stranded,125,0.3,27014,44,27014,2828,0,29885,9,123,0.9996669503756059,0.9039014923375494,0.9997001699037212,0.9493753184909239,0.9519055806887802,27014,9,30008,2872
29,11,vg giraffe,Single-stranded,125,0.45,40824,70,40824,4366,0,45255,7,178,0.9998285616320932,0.9019885108263367,0.9998459507042253,0.9483918179600656,0.9510143329658214,40824,7,45433,4436
29,11,SAFARI,Single-stranded,125,0.45,40879,70,40879,4311,0,45255,13,172,0.9996820894062408,0.9032037118868759,0.9997139084507042,0.9489971213668864,0.9515545755237045,40879,13,45427,4381
29,11,vg giraffe,Single-stranded,125,0.4,36157,59,36157,3829,0,40042,6,159,0.9998340845615684,0.9029092271194906,0.9998507722535876,0.9489030023094689,0.951477844788915,36157,6,40201,3888
29,11,SAFARI,Single-stranded,125,0.4,36205,59,36205,3781,0,40042,10,155,0.999723871324037,0.9041078786365339,0.9997512870893128,0.9495148177288225,0.9520261177291531,36205,10,40197,3840
29,11,vg giraffe,Single-stranded,125,0.55,49925,88,49925,5331,0,55339,8,211,0.9998397853123185,0.9020851402139347,0.9998560063357212,0.9484502787883394,0.9510649041496095,49925,8,55550,5419
29,11,SAFARI,Single-stranded,125,0.55,49991,88,49991,5265,0,55339,14,205,0.9997200279972003,0.9032776814108123,0.9997480110875121,0.9490550456103047,0.951605922345855,49991,14,55544,5353
29,11,vg giraffe,Single-stranded,125,0.5,45430,82,45430,4874,0,50381,8,198,0.9998239359126723,0.9016393442622951,0.9998418566034752,0.948196693938888,0.9508383429233558,45430,8,50579,4956
29,11,SAFARI,Single-stranded,125,0.5,45490,82,45490,4814,0,50381,14,192,0.9996923347398031,0.9028301512324852,0.9997232490560816,0.948795494837835,0.9513731393540847,45490,14,50573,4896
29,11,vg giraffe,Single-stranded,125,0.65,59041,103,59041,6324,0,65463,13,255,0.99977986249873,0.9018299016313314,0.9998022242168839,0.9482822312523088,0.9509142600172258,59041,13,65718,6427
29,11,SAFARI,Single-stranded,125,0.65,59114,103,59114,6251,0,65463,21,247,0.9996448803585017,0.9029449502046801,0.9996805160426587,0.9488375079251703,0.9514096906226419,59114,21,65710,6354
29,11,vg giraffe,Single-stranded,125,0.6,54421,97,54421,5845,0,60359,9,234,0.9998346500091861,0.9015622152643176,0.9998514900498333,0.9481588598607931,0.9508039515562353,54421,9,60593,5942
29,11,SAFARI,Single-stranded,125,0.6,54489,97,54489,5777,0,60359,16,227,0.9997064489496377,0.9026887331643556,0.9997359823108148,0.9487237524811087,0.9513082296532055,54489,16,60586,5874
29,11,vg giraffe,Single-stranded,125,0.75,68050,115,68050,7253,0,75414,14,287,0.9997943112364833,0.9023044896443819,0.9998150960839992,0.9485510377608342,0.9511556046660888,68050,14,75701,7368
29,11,SAFARI,Single-stranded,125,0.75,68132,115,68132,7171,0,75414,23,278,0.9996625339300125,0.903391763239545,0.9996962292808559,0.9490920994894583,0.9516386229347661,68132,23,75692,7286
29,11,vg giraffe,Single-stranded,125,0.7,63607,105,63607,6783,0,70490,14,270,0.9997799468728878,0.902290942620044,0.9998021872439031,0.9485370872975633,0.9511428551203732,63607,14,70760,6888
29,11,SAFARI,Single-stranded,125,0.7,63684,105,63684,6706,0,70490,23,261,0.9996389721694633,0.9033832186679907,0.999675021900698,0.9490767648768275,0.9516242063014533,63684,23,70751,6811
29,11,vg giraffe,Single-stranded,125,0.85,76974,127,76974,8198,0,85292,16,312,0.9997921808027016,0.9024021383603559,0.9998131277738846,0.9486040335450955,0.9511991060092793,76974,16,85604,8325
29,11,SAFARI,Single-stranded,125,0.85,77067,127,77067,8105,0,85292,26,302,0.9996627449963031,0.9034924207786726,0.9996963326325625,0.9491477412680427,0.9516847161520955,77067,26,85594,8232
29,11,vg giraffe,Single-stranded,125,0.8,72441,122,72441,7742,0,80300,16,300,0.9997791793753537,0.9020733453707739,0.9998015282326089,0.9484164910121626,0.951031872782297,72441,16,80600,7864
29,11,SAFARI,Single-stranded,125,0.8,72529,122,72529,7654,0,80300,26,290,0.9996416511611881,0.9031691675487205,0.9996774833779895,0.9489598325264949,0.951516582671,72529,26,80590,7776
29,11,vg giraffe,Single-stranded,125,0.95,85961,140,85961,9126,0,95219,18,345,0.9997906465532281,0.9026956640448612,0.9998116800234353,0.9487654934163328,0.9513440141712393,85961,18,95564,9266
29,11,SAFARI,Single-stranded,125,0.95,86062,140,86062,9025,1,95218,29,334,0.9996515355666031,0.9037562876075063,0.9996861333723923,0.9492882709478875,0.9518104491926481,86062,30,95552,9165
29,11,vg giraffe,Single-stranded,125,0.9,81453,133,81453,8660,0,90239,17,326,0.9997913342334601,0.9025663187288079,0.9998123247444305,0.9486943557967806,0.9512796690777977,81453,17,90565,8793
