k,w,tool,damage_level,read_length,subsampling_rate,mito_correct,mito_incorrect,mito_mapped,mito_unmapped,bacteria_mapped,bacteria_unmapped,numt_mapped,numt_unmapped,precision,sensitivity,specificity,f1,accuracy,TP,FP,TN,FN
,,BWA ALN (anc),High,125,0.15,13859,0,13859,1089,0,14956,1,63,0.9999278499278499,0.9271474444741772,0.9999334221038615,0.9621632879755624,0.9636278697277095,13859,1,15019,1089
,,BWA ALN,High,125,0.15,12660,0,12660,2288,0,14956,1,63,0.999921017297212,0.846936044955847,0.9999334221038615,0.9170922525263502,0.9236185264281901,12660,1,15019,2288
,,BBMAP,High,125,0.15,14716,18,14716,214,0,14956,6,58,0.9995924466784404,0.9844795290339845,0.9996005326231691,0.9919784293899563,0.9920581954084357,14716,6,15014,232
,,Bowtie2,High,125,0.15,11503,2,11503,3443,0,14956,0,64,1.0,0.7695343858710195,1.0,0.8697591773467922,0.885044046983449,11503,0,15020,3445
,,BWA-MEM,High,125,0.15,13172,16,13172,1761,0,14956,2,62,0.9998481858205557,0.881129172519901,0.999866844207723,0.9367421683319703,0.9406386599486136,13172,2,15018,1777
,,SHRiMP,High,125,0.15,14895,8,14895,45,0,14956,12,52,0.9991950090561481,0.9964543751672464,0.9992010652463382,0.9978228102495393,0.9978310197544047,14895,12,15008,53
,,BWA ALN (anc),High,125,0.1,9276,0,9276,732,0,10014,1,38,0.9998922065322842,0.9268585131894485,0.9999005272058092,0.9619911848586984,0.9634614426000698,9276,1,10052,732
,,BWA ALN,High,125,0.1,8476,0,8476,1532,0,10014,1,38,0.9998820337383508,0.8469224620303757,0.9999005272058092,0.9170678928861238,0.9235830716315239,8476,1,10052,1532
,,BBMAP,High,125,0.1,9856,10,9856,142,0,10014,4,35,0.9995943204868154,0.9848121502797762,0.9996021088232369,0.9921481779746326,0.9922237176611336,9856,4,10049,152
,,Bowtie2,High,125,0.1,7683,2,7683,2323,0,10013,0,39,1.0,0.7676858513189448,1.0,0.8685772426657623,0.884097706879362,7683,0,10052,2325
,,BWA-MEM,High,125,0.1,8793,9,8793,1207,0,10014,1,38,0.999886286104162,0.8785093415925667,0.9999005272058092,0.9352762856990906,0.93933805203868,8793,1,10052,1216
,,SHRiMP,High,125,0.1,9979,5,9979,24,0,10014,9,30,0.9990989187024429,0.9971023181454837,0.999104744852283,0.9980996199239848,0.9981057773789941,9979,9,10044,29
,,BWA ALN (anc),High,125,0.25,23205,0,23205,1768,0,24986,3,118,0.9998707342295761,0.9292035398230089,0.9998805114111602,0.9632427720470724,0.9646365814696486,23205,3,25104,1768
,,BWA ALN,High,125,0.25,21192,0,21192,3781,0,24986,3,118,0.9998584571832979,0.8485964842029392,0.9998805114111602,0.9180384682030843,0.92444089456869,21192,3,25104,3781
,,BBMAP,High,125,0.25,24573,28,24573,372,0,24986,10,111,0.9995932148232518,0.9839827013174228,0.9996017047038674,0.9917265316006134,0.9918130990415336,24573,10,25097,400
,,Bowtie2,High,125,0.25,19133,3,19133,5837,0,24985,0,121,1.0,0.7661474392343731,1.0,0.8675917108783386,0.8833842528804489,19133,0,25106,5840
,,BWA-MEM,High,125,0.25,21967,26,21967,2982,0,24986,4,117,0.9998179418324155,0.8795595595595596,0.999840681881547,0.9358411792271972,0.9398586318437762,21967,4,25103,3008
,,SHRiMP,High,125,0.25,24886,17,24886,70,0,24986,21,100,0.9991568635323403,0.9965162375365395,0.9991635798781217,0.9978348035284683,0.9978434504792332,24886,21,25086,87
,,BWA ALN (anc),High,125,0.2,18450,0,18450,1452,0,19910,2,88,0.9998916106655105,0.9270425082906241,0.9999,0.962090003650206,0.9635607237732444,18450,2,19998,1452
,,BWA ALN,High,125,0.2,16865,0,16865,3037,0,19910,2,88,0.9998814252682753,0.8474022711285298,0.9999,0.9173488536538932,0.9238384040900206,16865,2,19998,3037
,,BBMAP,High,125,0.2,19573,22,19573,307,0,19910,8,82,0.9995914406822941,0.9834689980906441,0.9996,0.9914646810019502,0.9915543080547341,19573,8,19992,329
,,Bowtie2,High,125,0.2,15262,2,15262,4638,0,19910,0,90,1.0,0.7668576022510301,1.0,0.8680468661130701,0.8837151019998998,15262,0,20000,4640
,,BWA-MEM,High,125,0.2,17510,19,17510,2374,0,19910,3,87,0.9998286986809798,0.8797668693161835,0.99985,0.9359632242890742,0.9399543893942811,17510,3,19997,2393
,,SHRiMP,High,125,0.2,19827,12,19827,63,0,19910,15,75,0.9992440278197763,0.9962315345191438,0.99925,0.9977355072463767,0.9977444739612049,19827,15,19985,75
,,BWA ALN (anc),High,125,0.35,32475,0,32475,2504,0,35010,5,170,0.9998460591133005,0.928414191371966,0.9998578939889158,0.9628070383492195,0.964240921270167,32475,5,35180,2504
,,BWA ALN,High,125,0.35,29643,0,29643,5336,0,35010,5,170,0.9998313545601727,0.847451327939621,0.9998578939889158,0.9173565228155415,0.9238783421697737,29643,5,35180,5336
,,BBMAP,High,125,0.35,34416,37,34416,526,0,35010,19,156,0.9994482358065921,0.9839046284913805,0.9994599971578798,0.9916155242458293,0.9917051479391141,34416,19,35166,563
,,Bowtie2,High,125,0.35,26758,3,26758,8218,0,35009,3,172,0.9998878965658982,0.7649732696760914,0.9999147339699863,0.8667962423064465,0.8827872240354603,26758,3,35181,8221
,,BWA-MEM,High,125,0.35,30736,34,30736,4212,0,35010,8,167,0.9997397866250325,0.8786232919787319,0.9997726303822652,0.9352767550132367,0.9393732096284578,30736,8,35177,4246
,,SHRiMP,High,125,0.35,34861,23,34861,95,0,35010,35,140,0.9989970197157267,0.9966265473569856,0.9990052579224101,0.9978103756708407,0.9978193945613135,34861,35,35150,118
,,BWA ALN (anc),High,125,0.3,27710,0,27710,2148,0,29885,3,152,0.999891747555299,0.9280594815459843,0.9999001331557923,0.9626374389883796,0.9640889512170691,27710,3,30037,2148
,,BWA ALN,High,125,0.3,25299,0,25299,4559,0,29885,3,152,0.9998814322978421,0.8473106035233439,0.9999001331557923,0.9172951414068166,0.9238371898894788,25299,3,30037,4559
,,BBMAP,High,125,0.3,29375,34,29375,449,0,29885,15,140,0.9994896223205172,0.9838234309062898,0.9995006657789614,0.991594652984067,0.9916858659721527,29375,15,30025,483
,,Bowtie2,High,125,0.3,22862,4,22862,6992,0,29884,0,155,1.0,0.7656909371022842,1.0,0.867298937784522,0.8831994924620599,22862,0,30039,6996
,,BWA-MEM,High,125,0.3,26253,30,26253,3577,0,29885,6,149,0.999771506911916,0.8792029470864032,0.9998002663115846,0.9356189525829042,0.9396828046744574,26253,6,30034,3607
,,SHRiMP,High,125,0.3,29756,21,29756,81,0,29885,29,126,0.9990263555480947,0.9965838301292785,0.999034620505992,0.9978035980752142,0.9978129486794217,29756,29,30011,102
,,BWA ALN (anc),High,125,0.45,42013,0,42013,3182,0,45255,9,207,0.9997858264718481,0.9295939816351366,0.9998020716500626,0.9634130960707201,0.9648048882712373,42013,9,45462,3182
,,BWA ALN,High,125,0.45,38347,0,38347,6848,0,45255,9,207,0.9997653561372406,0.8484788140281004,0.9998020716500626,0.9179303658843101,0.9243707674321134,38347,9,45462,6848
,,BBMAP,High,125,0.45,44497,46,44497,652,0,45255,27,189,0.9993935854819872,0.9845558136962054,0.999406214950188,0.991919214436184,0.9920036176736594,44497,27,45444,698
,,Bowtie2,High,125,0.45,34657,4,34657,10534,0,45254,4,212,0.9998845965205851,0.7668326142272375,0.9999120299098306,0.8679873772791024,0.8837258037831578,34657,4,45466,10538
,,BWA-MEM,High,125,0.45,39775,42,39775,5382,0,45255,13,203,0.9996732683221071,0.8799973450740061,0.9997141034945349,0.9360255097838492,0.9400352928201169,39775,13,45458,5424
,,SHRiMP,High,125,0.45,45048,29,45048,118,0,45255,48,168,0.9989356040447046,0.9967474278128111,0.9989443821336677,0.9978403163105957,0.9978492488915359,45048,48,45423,147
,,BWA ALN (anc),High,125,0.4,37162,0,37162,2836,0,40042,7,189,0.9998116710161694,0.9290964548227412,0.9998260350912073,0.9631578265320667,0.9645670272695548,37162,7,40231,2836
,,BWA ALN,High,125,0.4,33924,0,33924,6074,0,40042,7,189,0.9997936989773364,0.848142407120356,0.9998260350912073,0.9177454043744674,0.9242110773219004,33924,7,40231,6074
,,BBMAP,High,125,0.4,39369,42,39369,587,0,40042,23,173,0.9994161251015434,0.9842742137106856,0.9994284010139669,0.9917873787630683,0.9918739717832394,39369,23,40215,629
,,Bowtie2,High,125,0.4,30639,4,30639,9355,0,40041,2,194,0.9999347279788519,0.7660133006650333,0.9999502945050576,0.8674811364826795,0.8833302174861345,30639,2,40235,9359
,,BWA-MEM,High,125,0.4,35206,39,35206,4757,0,40042,9,187,0.9997444270907284,0.880105994700265,0.9997763308315523,0.9361181647765797,0.940117148554337,35206,9,40229,4796
,,SHRiMP,High,125,0.4,39865,27,39865,106,0,40042,41,155,0.9989725855761038,0.9966748337416871,0.9989810626770714,0.9978223868642371,0.9978313973777356,39865,41,40197,133
,,BWA ALN (anc),High,125,0.55,51392,0,51392,3870,0,55338,9,243,0.9998249061302309,0.9299699612753791,0.9998381003777658,0.963633124888668,0.9650073972503879,51392,9,55581,3870
,,BWA ALN,High,125,0.55,46941,0,46941,8321,0,55338,9,243,0.9998083067092651,0.8494263689334444,0.9998381003777658,0.9185027198372011,0.9248547613033594,46941,9,55581,8321
,,BBMAP,High,125,0.55,54440,65,54440,757,0,55338,32,220,0.9994125422235277,0.9851254026274836,0.9994243568987228,0.9922175442433522,0.9922960343521091,54440,32,55558,822
,,Bowtie2,High,125,0.55,42381,6,42381,12875,0,55337,5,247,0.999882036521493,0.7669103543121856,0.9999100541474033,0.8680362116991645,0.8837538678045304,42381,5,55584,12881
,,BWA-MEM,High,125,0.55,48653,57,48653,6556,0,55338,14,238,0.9997123307374607,0.8803423442984837,0.9997481561431912,0.9362377685624392,0.9402197445334488,48653,14,55576,6613
,,SHRiMP,High,125,0.55,55084,40,55084,138,0,55338,58,194,0.9989481701788111,0.9967789801310123,0.998956646878935,0.9978623962899896,0.9978710352542128,55084,58,55532,178
,,BWA ALN (anc),High,125,0.5,46773,0,46773,3541,0,50381,9,227,0.9998076183147364,0.9296219740032595,0.9998221941245036,0.9634382466836945,0.964827456381092,46773,9,50608,3541
,,BWA ALN,High,125,0.5,42711,0,42711,7603,0,50381,9,227,0.9997893258426966,0.8488889772230394,0.9998221941245036,0.9181804501580068,0.9245821402740486,42711,9,50608,7603
,,BBMAP,High,125,0.5,49556,56,49556,702,0,50381,31,205,0.9993748361465706,0.9849346106451484,0.9993875575399569,0.9921021811593478,0.9921827783337132,49556,31,50586,758
,,Bowtie2,High,125,0.5,38617,3,38617,11694,0,50381,4,232,0.9998964294036923,0.7675199745597647,0.9999209751664461,0.8684320008995334,0.8840693146803261,38617,4,50613,11697
,,BWA-MEM,High,125,0.5,44276,50,44276,5992,0,50381,14,222,0.9996839015579138,0.8799236853611034,0.9997234130825612,0.9359884999154405,0.9400009907366127,44276,14,50603,6042
,,SHRiMP,High,125,0.5,50149,35,50149,130,0,50381,56,180,0.9988845732496763,0.9967205946655007,0.9988936523302447,0.9978014106785782,0.9978103853127384,50149,56,50561,165
,,BWA ALN (anc),High,125,0.65,60778,0,60778,4589,0,65462,9,285,0.9998519420270782,0.9297963804366117,0.9998631303607275,0.9635524834725812,0.9649336882164075,60778,9,65747,4589
,,BWA ALN,High,125,0.65,55472,0,55472,9895,0,65462,9,285,0.9998377823038518,0.8486239233864182,0.9998631303607275,0.9180458096120746,0.9244678660494345,55472,9,65747,9895
,,BBMAP,High,125,0.65,64406,78,64406,883,0,65462,34,260,0.9994723774053383,0.985298392155063,0.999482936918304,0.9923347739336091,0.9924117050403056,64406,34,65722,961
,,Bowtie2,High,125,0.65,50155,6,50155,15206,0,65461,7,287,0.9998604521350823,0.7672831857053253,0.9998935442171698,0.8682668420915961,0.8839325208584372,50155,7,65748,15212
,,BWA-MEM,High,125,0.65,57520,68,57520,7783,0,65462,14,280,0.999756665623805,0.8799008734760062,0.9997870916722429,0.9360074854562466,0.9400199806294661,57520,14,65742,7851
,,SHRiMP,High,125,0.65,65158,51,65158,158,0,65462,65,229,0.9990034190392959,0.9968026680129117,0.9990114970496989,0.9979018301554483,0.9979103589759234,65158,65,65691,209
,,BWA ALN (anc),High,125,0.6,56067,0,56067,4216,0,60358,9,264,0.9998395035309223,0.9300632018977157,0.9998515610826145,0.9636899595218248,0.9650578096829151,56067,9,60622,4216
,,BWA ALN,High,125,0.6,51198,0,51198,9085,0,60358,9,264,0.9998242427793075,0.8492941625333842,0.9998515610826145,0.9184321463808413,0.9247895198240071,51198,9,60622,9085
,,BBMAP,High,125,0.6,59401,70,59401,812,0,60358,33,240,0.9994447622572938,0.9853690095051673,0.9994557239695865,0.9923569751998463,0.9924326380733414,59401,33,60598,882
,,Bowtie2,High,125,0.6,46300,6,46300,13977,0,60358,4,269,0.999913614374568,0.7680440588557305,0.9999340271478286,0.868773865480781,0.8843227417834163,46300,4,60627,13983
,,BWA-MEM,High,125,0.6,53079,61,53079,7147,0,60358,14,259,0.9997363117548452,0.8804385688456882,0.9997690950174003,0.9363026988886929,0.9402735738268909,53079,14,60617,7208
,,SHRiMP,High,125,0.6,60093,44,60093,146,0,60358,62,211,0.9989693292328152,0.9968481993265099,0.9989774207913443,0.9979076371244956,0.9979158740923301,60093,62,60569,190
,,BWA ALN (anc),High,125,0.75,69974,0,69974,5321,0,75413,11,326,0.9998428234621705,0.9293312968988645,0.9998547854785479,0.9632984581497797,0.9646992618093946,69974,11,75739,5321
,,BWA ALN,High,125,0.75,63866,0,63866,11429,0,75413,11,326,0.9998277940416739,0.8482103725346969,0.9998547854785479,0.9177995573822321,0.924260981826608,63866,11,75739,11429
,,BBMAP,High,125,0.75,74203,91,74203,1001,0,75413,40,297,0.9994612286680226,0.9854970449565044,0.9994719471947194,0.9924300177881207,0.9925055447052203,74203,40,75710,1092
,,Bowtie2,High,125,0.75,57804,8,57804,17483,0,75412,3,334,0.9999481031708962,0.7677003785111893,0.9999603955167725,0.8685669636819882,0.8841794444003072,57804,3,75746,17491
,,BWA-MEM,High,125,0.75,66259,79,66259,8961,0,75413,16,321,0.9997585816672954,0.8799452847979389,0.9997887788778878,0.9360334524700863,0.9400459453554807,66259,16,75734,9040
,,SHRiMP,High,125,0.75,75060,61,75060,174,0,75413,75,262,0.9990017967658216,0.9968789428248888,0.999009900990099,0.997939240842917,0.9979476315005462,75060,75,75675,235
,,BWA ALN (anc),High,125,0.7,65423,0,65423,4950,0,70489,10,303,0.9998471719163113,0.9296605232120273,0.9998587610519477,0.9634773132262198,0.9648663006906322,65423,10,70792,4950
,,BWA ALN,High,125,0.7,59716,0,59716,10657,0,70489,10,303,0.9998325687305362,0.8485640799738536,0.9998587610519477,0.9180085934557528,0.9244412962635028,59716,10,70792,10657
,,BBMAP,High,125,0.7,69345,82,69345,946,0,70489,36,277,0.999481125956674,0.9853921248205988,0.9994915397870117,0.9923866222075933,0.9924632548255711,69345,36,70766,1028
,,Bowtie2,High,125,0.7,54043,6,54043,16324,0,70488,5,308,0.9999074896388396,0.7679507765762438,0.9999293795285378,0.8687118733975777,0.8842917251051894,54043,5,70796,16330
,,BWA-MEM,High,125,0.7,61950,72,61950,8355,0,70489,16,297,0.9997417938869703,0.8802591755829319,0.9997740176831162,0.9362036526299087,0.940196488146254,61950,16,70786,8427
,,SHRiMP,High,125,0.7,70154,53,70154,166,0,70489,68,245,0.9990316425051978,0.9968880110269563,0.9990395751532443,0.9979586756285785,0.9979670621568975,70154,68,70734,219
,,BWA ALN (anc),High,125,0.85,79144,0,79144,6015,0,85287,11,370,0.9998610321521066,0.9293674185934546,0.9998715973292245,0.963326314251981,0.9647245458856035,79144,11,85657,6015
,,BWA ALN,High,125,0.85,72238,0,72238,12921,0,85287,11,370,0.9998477487577683,0.8482720558015007,0.9998715973292245,0.9178440739987802,0.9242976812798913,72238,11,85657,12921
,,BBMAP,High,125,0.85,83951,98,83951,1110,0,85287,43,338,0.9994880586708574,0.9858147700184361,0.9994980622869682,0.9926043286255638,0.9926768016765499,83951,43,85625,1208
,,Bowtie2,High,125,0.85,65236,8,65236,19915,0,85286,6,375,0.9999080347015726,0.7660493899646543,0.9999299613620181,0.8674942320862229,0.8833374310702118,65236,6,85661,19923
,,BWA-MEM,High,125,0.85,74929,85,74929,10150,0,85287,16,365,0.9997865101074122,0.8798201117843221,0.9998132324788719,0.9359748671217732,0.939993677999438,74929,16,85652,10235
,,SHRiMP,High,125,0.85,84899,66,84899,194,0,85287,79,302,0.9990703476193838,0.9969468875867495,0.9990778353644302,0.998007488083133,0.9980155361857318,84899,79,85589,260
,,BWA ALN (anc),High,125,0.8,74501,0,74501,5666,0,80297,11,349,0.9998523727721709,0.9293225391994212,0.9998636200205809,0.963298185274019,0.9647005422076307,74501,11,80646,5666
,,BWA ALN,High,125,0.8,67990,0,67990,12177,0,80297,11,349,0.9998382376729754,0.848104581685731,0.9998636200205809,0.9177420225689757,0.9242152912500622,67990,11,80646,12177
,,BBMAP,High,125,0.8,79018,96,79018,1053,0,80297,42,318,0.9994687579053884,0.98566741926229,0.9994792764422182,0.9925201127949406,0.9925943888971795,79018,42,80615,1149
,,Bowtie2,High,125,0.8,61514,10,61514,18643,0,80296,5,355,0.9999187242965588,0.767323212793294,0.9999380083316802,0.8683144417938258,0.883984255983286,61514,5,80651,18653
,,BWA-MEM,High,125,0.8,70532,83,70532,9556,0,80297,16,344,0.9997732040596473,0.8797694927093338,0.999801629120845,0.9359403923858306,0.9399669211828786,70532,16,80641,9639
,,SHRiMP,High,125,0.8,79920,66,79920,181,0,80297,78,282,0.9990249756243906,0.9969189317300136,0.9990329419641196,0.9979708425686012,0.9979791573397006,79920,78,80579,247
,,BWA ALN (anc),High,125,0.95,88320,0,88320,6747,0,95215,13,403,0.9998528296333193,0.9290290005995772,0.9998640608170991,0.9631406761177754,0.9645512800343999,88320,13,95618,6747
,,BWA ALN,High,125,0.95,80601,0,80601,14466,0,95215,13,403,0.9998387376882427,0.8478336331219035,0.9998640608170991,0.9175835747747336,0.9240736662156919,80601,13,95618,14466
,,BBMAP,High,125,0.95,93717,109,93717,1241,0,95215,51,365,0.9994561044279499,0.9857994887815962,0.9994667001286194,0.9925808245293511,0.9926533052260642,93717,51,95580,1350
,,Bowtie2,High,125,0.95,72847,8,72847,22212,0,95214,5,411,0.999931367704387,0.7662701042422713,0.9999477151521489,0.8676445190836057,0.883453856117296,72847,5,95625,22220
,,BWA-MEM,High,125,0.95,83614,94,83614,11365,0,95215,19,397,0.9997728169502469,0.8794715639561179,0.9998013196557601,0.9357716025203406,0.9398124842688145,83614,19,95612,11459
,,SHRiMP,High,125,0.95,94780,72,94780,215,0,95215,89,327,0.9990618642549199,0.9969810765039393,0.9990693394401398,0.9980203858141689,0.9980282960492507,94780,89,95542,287
,,BWA ALN (anc),High,125,0.9,83729,0,83729,6364,0,90235,11,385,0.999868641031765,0.9293618816112239,0.9998786287252706,0.9633268711924663,0.9647252163520064,83729,11,90620,6364
,,BWA ALN,High,125,0.9,76413,0,76413,13680,0,90235,11,385,0.9998560661572281,0.8481569045319837,0.9998786287252706,0.9177801665895975,0.9242435979725991,76413,11,90620,13680
,,BBMAP,High,125,0.9,88820,105,88820,1168,0,90235,45,351,0.9994936139087379,0.9858701563939485,0.9995034811488342,0.9926351434414779,0.9927071113963835,88820,45,90586,1273
,,Bowtie2,High,125,0.9,69137,7,69137,20949,0,90235,4,392,0.9999421472064333,0.7673959131120065,0.9999558649910075,0.8683698205157191,0.8840220446647927,69137,4,90627,20956
,,BWA-MEM,High,125,0.9,79239,89,79239,10771,0,90235,16,380,0.9997981199924295,0.8794659208204308,0.99982345996403,0.9357794914793864,0.9398218336745421,79239,16,90615,10860
,,SHRiMP,High,125,0.9,89825,68,89825,200,0,90235,82,314,0.9990879464335368,0.9970252960829366,0.9990952323156536,0.9980555555555556,0.9980633452114827,89825,82,90549,268
,,BWA ALN (anc),Mid,125,0.15,14890,0,14890,57,0,14956,2,62,0.9998656997045393,0.9961865257242256,0.999866844207723,0.9980227219410838,0.9980311676177128,14890,2,15018,57
,,BWA ALN,Mid,125,0.15,14871,0,14871,76,0,14956,1,63,0.9999327595481442,0.9949153676323008,0.9999334221038615,0.9974177537811463,0.9974305068909134,14871,1,15019,76
,,BBMAP,Mid,125,0.15,14914,19,14914,14,0,14956,8,56,0.999463878836617,0.997792199103499,0.9994673768308922,0.9986273393819679,0.9986318283445123,14914,8,15012,33
,,Bowtie2,Mid,125,0.15,14806,2,14806,139,0,14955,1,63,0.9999324643749578,0.9905666688967686,0.9999334176709501,0.9952275324326141,0.9952612961356204,14806,1,15018,141
,,BWA-MEM,Mid,125,0.15,14871,17,14871,62,0,14956,2,62,0.999865528138237,0.9947157190635452,0.999866844207723,0.9972839754551855,0.9972972972972973,14871,2,15018,79
,,SHRiMP,Mid,125,0.15,14908,10,14908,29,0,14956,14,50,0.9990617879640799,0.9973907807586807,0.9990679094540612,0.998225585054739,0.9982313878599793,14908,14,15006,39
,,BWA ALN (anc),Mid,125,0.1,9967,0,9967,40,0,10014,1,38,0.9998996789727127,0.996002798041371,0.9999005272058092,0.9979474342928661,0.9979561316051845,9967,1,10052,40
,,BWA ALN,Mid,125,0.1,9953,0,9953,54,0,10014,1,38,0.9998995378742214,0.9946037773558509,0.9999005272058092,0.9972446270226942,0.997258225324028,9953,1,10052,54
,,BBMAP,Mid,125,0.1,9986,13,9986,8,0,10014,4,35,0.9995995995995997,0.9979014689717198,0.9996021088232369,0.9987498124718709,0.998753738783649,9986,4,10049,21
,,Bowtie2,Mid,125,0.1,9909,1,9909,97,0,10014,0,39,1.0,0.9902068552013591,1.0,0.9950793331994376,0.9951146560319043,9909,0,10053,98
,,BWA-MEM,Mid,125,0.1,9955,14,9955,41,0,10014,1,38,0.999899558055444,0.9945054945054945,0.9999005272058092,0.9971952318942201,0.9972087923042416,9955,1,10052,55
,,SHRiMP,Mid,125,0.1,9981,9,9981,17,0,10014,10,29,0.9989990991892703,0.9974018187268912,0.9990052720580921,0.9981998199819982,0.9982053838484546,9981,10,10043,26
,,BWA ALN (anc),Mid,125,0.25,24864,0,24864,108,0,24986,4,117,0.9998391507157793,0.9956751561749159,0.999840681881547,0.9977528089887641,0.9977635336168853,24864,4,25103,108
,,BWA ALN,Mid,125,0.25,24840,0,24840,132,0,24986,3,118,0.9998792416374834,0.9947140797693417,0.9998805114111602,0.997289972899729,0.9973042592703528,24840,3,25104,132
,,BBMAP,Mid,125,0.25,24909,34,24909,29,0,24986,14,107,0.9994382698712033,0.9974771744353677,0.9994423865854144,0.998456759194308,0.9984624293616087,24909,14,25093,63
,,Bowtie2,Mid,125,0.25,24715,4,24715,253,0,24986,2,119,0.9999190840312335,0.9897084734903091,0.9999203409407735,0.9947875787397613,0.9948281714890473,24715,2,25105,257
,,BWA-MEM,Mid,125,0.25,24840,32,24840,106,0,24986,4,117,0.9998389953308646,0.994475138121547,0.999840681881547,0.9971498534783831,0.9971648198063292,24840,4,25103,138
,,SHRiMP,Mid,125,0.25,24899,20,24899,53,0,24986,25,96,0.9989969507302199,0.997076725933045,0.9990042617596686,0.9980359147025814,0.9980430919147747,24899,25,25082,73
,,BWA ALN (anc),Mid,125,0.2,19814,0,19814,88,0,19910,3,87,0.9998486148256548,0.9955783338357954,0.99985,0.9977089050580327,0.9977194125607739,19814,3,19997,88
,,BWA ALN,Mid,125,0.2,19793,0,19793,109,0,19910,2,88,0.9998989643849457,0.9945231635011557,0.9999,0.9972038189283825,0.9972181845521527,19793,2,19998,109
,,BBMAP,Mid,125,0.2,19851,26,19851,25,0,19910,10,80,0.9994965006797241,0.9974374434730178,0.9995,0.9984659105198299,0.9984712545737056,19851,10,19990,51
,,Bowtie2,Mid,125,0.2,19702,3,19702,197,0,19910,0,90,1.0,0.9899507587177168,1.0,0.994950005049995,0.9949877199137888,19702,0,20000,200
,,BWA-MEM,Mid,125,0.2,19801,24,19801,81,0,19910,3,87,0.999848515451424,0.9947252084798553,0.99985,0.997280282044825,0.9972936400541272,19801,3,19997,105
,,SHRiMP,Mid,125,0.2,19842,15,19842,45,0,19910,18,72,0.9990936555891239,0.996985227615315,0.9991,0.9980383280519088,0.9980452107663776,19842,18,19982,60
,,BWA ALN (anc),Mid,125,0.35,34835,0,34835,142,0,35010,7,168,0.9997990930486195,0.9959401892672327,0.9998010515844821,0.9978659104255289,0.9978763433197457,34835,7,35178,142
,,BWA ALN,Mid,125,0.35,34802,0,34802,175,0,35010,6,169,0.9998276258331418,0.9949967121251108,0.9998294727866989,0.9974063194096153,0.99742025597902,34802,6,35179,175
,,BBMAP,Mid,125,0.35,34892,48,34892,37,0,35010,27,148,0.9992267819811564,0.9975698316036252,0.999232627540145,0.9983976193201328,0.9984036943074599,34892,27,35158,85
,,Bowtie2,Mid,125,0.35,34626,10,34626,341,0,35009,5,170,0.999855620686668,0.9899648340337937,0.9998578899499773,0.9948856453281232,0.9949259560154502,34626,5,35179,351
,,BWA-MEM,Mid,125,0.35,34796,44,34796,143,0,35010,11,164,0.9996839716149051,0.9946545464940114,0.9996873667756146,0.9971629173233987,0.9971782008892943,34796,11,35174,187
,,SHRiMP,Mid,125,0.35,34879,30,34879,68,0,35010,39,136,0.9988830975428146,0.997198158790062,0.9988915731135427,0.9980399170183848,0.9980473760725179,34879,39,35146,98
,,BWA ALN (anc),Mid,125,0.3,29732,0,29732,124,0,29885,5,150,0.9998318592998622,0.9958467309753484,0.9998335552596538,0.9978353162284161,0.9978462668625617,29732,5,30035,124
,,BWA ALN,Mid,125,0.3,29704,0,29704,152,0,29885,4,151,0.9998653561330282,0.994908896034298,0.999866844207723,0.9973809683701566,0.9973954855082142,29704,4,30036,152
,,BBMAP,Mid,125,0.3,29782,40,29782,34,0,29885,21,134,0.9992953729490319,0.997521436227224,0.9993009320905459,0.99840761662113,0.9984139174569253,29782,21,30019,74
,,Bowtie2,Mid,125,0.3,29566,6,29566,284,0,29884,0,155,1.0,0.9902867095391211,1.0,0.9951196526538993,0.995158193505301,29566,0,30039,290
,,BWA-MEM,Mid,125,0.3,29704,38,29704,120,0,29885,8,147,0.9997307485191168,0.9947089947089947,0.9997336884154461,0.997213549535032,0.9972288070515175,29704,8,30032,158
,,SHRiMP,Mid,125,0.3,29770,24,29770,62,0,29885,33,122,0.9988927289199074,0.9971195069667739,0.998901464713715,0.9980053302938368,0.9980132229197275,29770,33,30007,86
,,BWA ALN (anc),Mid,125,0.45,45021,0,45021,174,0,45257,12,204,0.9997335287455865,0.9961500165947561,0.999736107140501,0.9979385556589971,0.9979485595800062,45021,12,45461,174
,,BWA ALN,Mid,125,0.45,44986,0,44986,209,0,45257,11,205,0.9997555392581727,0.9953755946454254,0.9997580982121259,0.9975607592691147,0.9975735650946309,44986,11,45462,209
,,BBMAP,Mid,125,0.45,45089,62,45089,44,0,45257,36,180,0.999202216066482,0.9976546078105986,0.9992083214215028,0.9984278122232064,0.99843384656108,45089,36,45437,106
,,Bowtie2,Mid,125,0.45,44759,13,44759,423,0,45256,8,208,0.9998212969374762,0.9903529151454807,0.9998240675580577,0.995064582823859,0.9951029591802971,44759,8,45464,436
,,BWA-MEM,Mid,125,0.45,44967,55,44967,180,0,45257,14,202,0.9996887574753784,0.9948011149949118,0.9996921249972511,0.9972389474734705,0.9972539288668321,44967,14,45459,235
,,SHRiMP,Mid,125,0.45,45072,40,45072,83,0,45257,55,161,0.9987812174529661,0.9972784600066379,0.9987904910606293,0.9980292730453267,0.998036793576565,45072,55,45418,123
,,BWA ALN (anc),Mid,125,0.4,39836,0,39836,162,0,40042,10,186,0.9997490337800532,0.9959497974898744,0.9997514787017248,0.9978457993086519,0.9978563238446583,39836,10,40228,162
