k,w,tool,damage_level,read_length,subsampling_rate,mito_correct,mito_incorrect,mito_mapped,mito_unmapped,bacteria_mapped,bacteria_unmapped,numt_mapped,numt_unmapped,precision,sensitivity,specificity,f1,accuracy,TP,FP,TN,FN
10,10,safari,None,125,0.55,165117,318,165117,0,5,55335,55,169,0.9996367533010044,0.9980777949043431,0.9989201641350515,0.9988566658197525,0.9982895850207467,165117,60,55504,318
10,10,giraffe,None,125,0.5,150179,286,150179,0,4,50379,51,158,0.9996339044424032,0.9980992257335592,0.998912871600253,0.9988659756101617,0.9983039635526244,150179,55,50537,286
10,10,safari,None,125,0.5,150179,286,150179,0,4,50379,51,158,0.9996339044424032,0.9980992257335592,0.998912871600253,0.9988659756101617,0.9983039635526244,150179,55,50537,286
10,10,giraffe,None,125,0.65,195306,389,195306,0,5,65459,65,210,0.9996417164851363,0.9980122128822914,0.9989351830724532,0.9988263000836166,0.9982442987522664,195306,70,65669,389
10,10,safari,None,125,0.65,195306,389,195306,0,5,65459,65,210,0.9996417164851363,0.9980122128822914,0.9989351830724532,0.9988263000836166,0.9982442987522664,195306,70,65669,389
10,10,giraffe,None,125,0.6,180211,352,180211,0,5,60355,58,187,0.9996505319680042,0.998050541916118,0.9989604818084317,0.9988498962135258,0.9982792078551052,180211,63,60542,352
10,10,safari,None,125,0.6,180211,352,180211,0,5,60355,58,187,0.9996505319680042,0.998050541916118,0.9989604818084317,0.9988498962135258,0.9982792078551052,180211,63,60542,352
10,10,giraffe,None,125,0.75,225134,433,225134,0,5,75410,75,245,0.9996447822959497,0.9980803929652831,0.998943685218195,0.9988619751054282,0.9982973893303064,225134,80,75655,433
10,10,safari,None,125,0.75,225134,433,225134,0,5,75410,75,245,0.9996447822959497,0.9980803929652831,0.998943685218195,0.9988619751054282,0.9982973893303064,225134,80,75655,433
10,10,giraffe,None,125,0.7,210297,414,210297,0,5,70486,71,226,0.9996387369101548,0.9980352236000968,0.9989263717014183,0.9988363366929163,0.998259318860813,210297,76,70712,414
10,10,safari,None,125,0.7,210297,414,210297,0,5,70486,71,226,0.9996387369101548,0.9980352236000968,0.9989263717014183,0.9988363366929163,0.998259318860813,210297,76,70712,414
10,10,giraffe,None,125,0.85,255159,485,255159,0,6,85285,90,283,0.9996239055062585,0.9981028304986622,0.9988793425476279,0.99886278892697,0.9982977252217938,255159,96,85568,485
10,10,safari,None,125,0.85,255159,485,255159,0,6,85285,90,283,0.9996239055062585,0.9981028304986622,0.9988793425476279,0.99886278892697,0.9982977252217938,255159,96,85568,485
10,10,giraffe,None,125,0.8,240015,457,240015,0,5,80294,81,263,0.9996418174018434,0.9980995708440068,0.9989335714197141,0.9988700988195343,0.998309017018825,240015,86,80557,457
10,10,safari,None,125,0.8,240015,457,240015,0,5,80294,81,263,0.9996418174018434,0.9980995708440068,0.9989335714197141,0.9988700988195343,0.998309017018825,240015,86,80557,457
10,10,giraffe,None,125,0.95,285032,552,285032,0,6,95212,95,310,0.9996457793380633,0.9980671186060843,0.9989437687585623,0.9988558252163506,0.9982870199130656,285032,101,95522,552
10,10,safari,None,125,0.95,285032,552,285032,0,6,95212,95,310,0.9996457793380633,0.9980671186060843,0.9989437687585623,0.9988558252163506,0.9982870199130656,285032,101,95522,552
10,10,giraffe,None,125,0.9,270021,522,270021,0,6,90232,94,296,0.9996297955360746,0.9980705470110112,0.9988965882508717,0.9988495627598656,0.9982778240777914,270021,100,90528,522
